yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
2015,ALDS2,encared01,TOR,AL,5,18,3,6,1,0,1,3,0,0,5,1,3,0,0,0,0
2015,ALCS,encared01,TOR,AL,6,22,2,5,1,0,0,2,0,0,2,7,0,0,0,0,1
2016,ALDS1,encared01,TOR,AL,3,12,4,5,0,0,2,4,0,0,2,0,1,0,0,0,0
2016,ALCS,encared01,TOR,AL,5,19,0,4,1,0,0,2,0,0,1,4,0,0,0,0,1
2016,ALWC,encared01,TOR,AL,1,4,1,1,0,0,1,3,0,0,1,1,1,0,0,0,0
2017,ALDS1,encared01,CLE,AL,3,7,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0
2018,ALDS2,encared01,CLE,AL,3,10,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0
2019,ALDS2,encared01,NYA,AL,3,13,2,4,2,0,0,2,0,0,1,2,0,0,0,0,0
2019,ALCS,encared01,NYA,AL,5,18,0,1,1,0,0,0,0,0,4,11,0,0,0,0,0
2020,ALWC4,encared01,CHA,AL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,ALWC4,engelad01,CHA,AL,3,12,1,3,1,0,1,1,0,0,0,5,0,0,0,0,0
2021,ALDS1,engelad01,CHA,AL,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,WS,eovalna01,BOS,AL,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018,ALDS1,eovalna01,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ALCS,eovalna01,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALCS,eovalna01,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALDS2,eovalna01,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALWC,eovalna01,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,ALCS,eovalna01,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,ALDS1,eovalna01,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,ALWC1,eovalna01,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,WS,eovalna01,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALDS2,erceglu01,KCA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALWC2,erceglu01,KCA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALCS,escobal02,KCA,AL,6,23,6,11,2,1,0,5,0,0,0,2,0,2,0,2,0
2015,ALDS1,escobal02,KCA,AL,5,21,3,6,1,1,0,0,0,0,0,4,0,1,1,0,0
2015,WS,escobal02,KCA,AL,5,26,4,6,1,1,1,4,1,0,0,4,0,0,1,0,1
2017,ALWC,escobed01,MIN,AL,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,NLDS1,escobed01,MIL,NL,4,10,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0
2022,NLWC1,escobed01,NYN,NL,3,9,2,3,1,0,1,2,0,0,2,3,0,0,0,0,0
2016,NLDS2,espinda01,WAS,NL,5,14,3,2,0,0,0,1,0,0,1,8,0,3,0,0,0
2022,ALWC2,espinsa01,TOR,AL,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,ALWC2,espinsa01,TOR,AL,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NLWC,estevca01,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLDS1,estevca01,PHI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLDS2,estraje01,SDN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLWC2,estraje01,SDN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALCS,estrama01,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALDS2,estrama01,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ALCS,estrama01,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ALDS1,estrama01,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLDS2,ethiean01,LAN,NL,5,16,1,4,1,0,0,2,0,0,2,4,0,0,0,0,0
2016,NLDS2,ethiean01,LAN,NL,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,NLCS,ethiean01,LAN,NL,5,4,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0
2017,WS,ethiean01,LAN,NL,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
2017,NLCS,ethiean01,LAN,NL,2,8,1,2,0,0,1,1,0,0,0,3,0,0,0,0,0
2017,NLDS1,ethiean01,LAN,NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,WS,fairbpe01,TBA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALCS,fairbpe01,TBA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALDS1,fairbpe01,TBA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALWC1,fairbpe01,TBA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALDS2,fairbpe01,TBA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ALWC1,fairbpe01,TBA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,NLCS,falteba01,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLDS2,familje01,NYN,NL,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,WS,familje01,NYN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLCS,familje01,NYN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NLWC,familje01,NYN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ALWC,familje01,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NLDS1,farmeky01,LAN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,NLCS,farmeky01,LAN,NL,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2020,NLWC4,farmeky01,CIN,NL,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2023,ALDS2,farmeky01,MIN,AL,1,3,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0
2023,ALWC2,farmeky01,MIN,AL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,NLCS,ferguca01,LAN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NLDS2,ferguca01,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,NLDS2,ferguca01,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALWC1,ferguca01,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ALWC2,festama01,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ALDS2,festama01,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALDS2,feyerjo01,TBA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALDS1,fieldjo03,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NLDS2,fieldjo03,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,NLCS,fieldjo03,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,WS,fieldjo03,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NLCS,fieldjo03,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NLDS1,fieldjo03,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALDS2,fieldpr01,TEX,AL,5,20,1,3,0,0,0,1,0,0,1,4,0,0,0,0,1
2015,ALDS1,fiersmi01,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALWC4,fiersmi01,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ALDS2,fishede01,HOU,AL,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,ALCS,fishede01,HOU,AL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,WS,fishede01,HOU,AL,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ALDS2,fistedo01,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NLCS,flaheja01,SLN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,NLDS2,flaheja01,SLN,NL,2,5,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0
2020,NLWC2,flaheja01,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,ALDS1,flaheja01,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLDS2,flaheja01,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLCS,flaheja01,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,WS,flaheja01,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NLDS2,flahery01,ATL,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALCS,flemijo01,TBA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,WS,flemijo01,TBA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALDS2,flemijo01,TBA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLCS,florewi01,NYN,NL,4,14,0,4,1,1,0,0,1,0,1,2,0,0,0,0,0
2015,WS,florewi01,NYN,NL,5,17,2,1,0,0,0,0,0,0,2,3,1,1,1,0,1
2015,NLDS2,florewi01,NYN,NL,4,10,2,3,1,0,0,0,0,0,2,4,1,0,0,0,0
2021,NLDS2,florewi01,SFN,NL,4,12,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0
2018,NLDS2,florody01,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,WS,florody01,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NLCS,florody01,LAN,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,WS,florody01,LAN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLCS,florody01,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLDS1,florody01,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NLDS2,flowety01,ATL,NL,3,7,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0
2019,NLDS2,flowety01,ATL,NL,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLCS,flowety01,ATL,NL,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC4,flowety01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALWC1,foleyja01,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NLDS2,foltymi01,ATL,NL,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019,NLDS2,foltymi01,ATL,NL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,ALWC2,fordmi01,NYA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALDS1,fordmi01,NYA,AL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,WS,forsylo01,LAN,NL,7,18,3,5,1,0,0,3,1,1,4,4,1,0,0,0,1
2017,NLDS1,forsylo01,LAN,NL,3,9,4,4,0,0,0,1,1,0,1,0,1,0,0,0,0
2017,NLCS,forsylo01,LAN,NL,4,10,2,2,1,0,0,2,0,0,4,3,1,0,0,0,0
2023,NLWC2,forteni01,MIA,NL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,ALWC4,fostema01,CHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLCS,fowlede01,CHN,NL,4,16,1,4,1,0,0,0,0,0,1,3,0,0,0,0,0
2015,NLDS1,fowlede01,CHN,NL,4,16,2,3,1,0,1,2,0,0,1,3,0,0,1,0,0
2015,NLWC,fowlede01,CHN,NL,1,4,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0
2016,NLCS,fowlede01,CHN,NL,6,27,6,9,3,0,1,4,0,0,0,4,0,0,0,0,0
2016,NLDS1,fowlede01,CHN,NL,4,15,2,2,1,0,0,0,0,0,2,6,0,0,0,0,0
2016,WS,fowlede01,CHN,NL,7,30,3,7,1,0,2,2,1,1,0,7,0,1,0,0,0
2019,NLDS2,fowlede01,SLN,NL,5,22,3,2,1,0,0,3,0,0,2,4,0,0,0,0,0
2019,NLCS,fowlede01,SLN,NL,4,11,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0
2020,NLWC2,fowlede01,SLN,NL,3,14,1,4,1,0,0,2,0,0,0,4,0,0,0,0,0
2023,ALCS,francjp01,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ALDS2,francty01,SEA,AL,3,16,0,4,1,0,0,2,0,0,1,5,0,0,0,0,0
2022,ALWC2,francty01,SEA,AL,2,10,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,ALDS2,francwa01,TBA,AL,4,19,5,7,2,0,2,4,0,0,0,3,0,0,0,0,0
2022,ALWC1,francwa01,TBA,AL,2,9,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
2022,ALWC2,fraziad01,SEA,AL,2,9,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0
2022,ALDS2,fraziad01,SEA,AL,3,14,1,1,0,0,0,0,0,0,1,5,0,0,0,0,1
2023,ALDS1,fraziad01,BAL,AL,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALDS2,fraziad01,KCA,AL,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,ALDS1,frazicl01,NYA,AL,3,6,1,2,0,0,1,1,0,0,0,4,0,0,0,0,0
2020,ALWC2,frazicl01,NYA,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,ALCS,frazito01,NYA,AL,7,22,3,4,1,0,1,4,0,0,2,4,0,0,0,0,0
2017,ALDS1,frazito01,NYA,AL,5,17,3,4,1,0,0,1,0,1,2,5,0,0,0,0,0
2017,ALWC,frazito01,NYA,AL,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,NLWC,freelky01,COL,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018,NLDS2,freemfr01,ATL,NL,4,16,1,4,0,0,1,1,0,0,1,3,0,0,0,0,0
2019,NLDS2,freemfr01,ATL,NL,5,20,1,4,1,0,1,1,0,0,1,6,0,1,0,0,1
2020,NLWC4,freemfr01,ATL,NL,2,6,1,1,0,0,0,1,0,0,3,1,1,1,0,0,0
2020,NLDS2,freemfr01,ATL,NL,3,12,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2020,NLCS,freemfr01,ATL,NL,7,25,6,9,3,0,2,6,0,0,3,5,0,1,0,0,0
2021,NLDS1,freemfr01,ATL,NL,4,13,2,4,1,0,1,2,0,0,4,4,0,0,0,0,0
2021,NLCS,freemfr01,ATL,NL,6,21,4,6,1,0,2,4,1,0,6,8,1,0,0,0,1
2021,WS,freemfr01,ATL,NL,6,22,2,7,1,0,2,5,0,0,2,5,0,0,0,1,1
2022,NLDS2,freemfr01,LAN,NL,4,14,1,5,3,0,1,3,1,0,3,4,1,1,0,0,0
2023,NLDS2,freemfr01,LAN,NL,3,10,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1
2024,NLDS2,freemfr01,LAN,NL,4,14,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0
2024,NLCS,freemfr01,LAN,NL,4,18,1,3,0,0,0,1,0,0,1,4,0,0,0,0,0
2024,WS,freemfr01,LAN,NL,5,20,5,6,0,1,4,12,0,0,2,1,0,0,0,0,0
2018,NLCS,freesda01,LAN,NL,6,8,1,2,1,0,1,2,0,0,0,2,0,1,0,0,0
2018,NLDS2,freesda01,LAN,NL,3,2,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1
2018,WS,freesda01,LAN,NL,5,12,2,5,0,1,1,1,0,0,1,3,0,1,0,0,0
2019,NLDS1,freesda01,LAN,NL,4,8,2,4,1,0,0,0,0,0,0,3,0,0,0,0,0
2020,NLWC1,freitda01,MIL,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,NLWC1,frelisa01,MIL,NL,2,8,0,2,0,0,0,1,0,0,0,3,0,0,0,1,1
2024,NLWC1,frelisa01,MIL,NL,3,11,2,4,1,0,1,1,0,0,0,1,0,0,0,0,0
2023,NLCS,friaslu01,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,NLDS2,friaslu01,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,WS,friaslu01,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NLDS2,friedma01,ATL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NLDS2,friedma01,ATL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLDS2,friedma01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLCS,friedma01,ATL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC4,friedma01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,NLCS,friedma01,ATL,NL,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021,NLDS1,friedma01,ATL,NL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2021,WS,friedma01,ATL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,NLDS1,friedma01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,NLDS1,friedma01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLWC2,friedma01,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALDS1,fryda01,CLE,AL,5,16,3,4,1,0,1,5,1,0,1,6,0,0,1,0,1
2024,ALCS,fryda01,CLE,AL,5,12,1,4,0,0,1,3,0,0,1,5,0,0,0,0,0
2024,ALDS1,gaddihu01,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALCS,gaddihu01,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALDS2,gallayo01,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NLDS2,gallegi01,SLN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NLCS,gallegi01,SLN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC2,gallegi01,SLN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,NLWC,gallegi01,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,NLWC2,gallegi01,SLN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,NLCS,galleza01,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,NLDS2,galleza01,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,NLWC1,galleza01,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,WS,galleza01,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALWC,gallojo01,NYA,AL,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,NLDS2,gallojo01,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC4,galvifr01,CIN,NL,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2019,NLWC,gamelbe01,MIL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC1,gamelbe01,MIL,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,ALCS,garciad02,TEX,AL,4,17,5,6,0,0,3,10,1,0,0,5,0,1,0,0,0
2023,ALDS1,garciad02,TEX,AL,3,14,2,5,1,0,1,4,0,0,0,7,0,0,0,0,0
2023,ALWC1,garciad02,TEX,AL,2,10,1,2,0,0,1,1,0,0,0,3,0,0,0,0,0
2023,WS,garciad02,TEX,AL,3,10,1,3,0,0,1,2,1,0,3,2,0,1,0,0,0
2019,ALWC,garciav01,TBA,AL,1,4,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0
2019,ALDS1,garciav01,TBA,AL,4,16,3,5,0,0,0,1,0,0,0,3,0,0,0,0,1
2020,NLWC1,garciav01,MIL,NL,2,8,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0
2021,NLDS1,garciav01,MIL,NL,4,15,2,2,0,0,0,0,0,0,0,8,0,1,0,0,0
2020,ALDS1,garcide01,NYA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLDS1,garcigr01,SLN,NL,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,NLDS1,garcija01,SFN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NLDS1,garcija02,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ALDS1,garcija02,NYA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,NLDS2,garcija04,SFN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC4,garcijo02,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALWC4,garcile02,CHA,AL,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021,ALDS1,garcile02,CHA,AL,4,15,3,3,1,0,1,4,0,0,1,7,0,0,0,0,0
2021,NLWC,garcilu03,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,NLDS2,garcilu03,SDN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,NLWC1,garcilu03,SDN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,NLCS,garcilu03,SDN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALCS,garcilu05,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALDS1,garcilu05,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALCS,garcilu05,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,WS,garcilu05,HOU,AL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ALDS2,garcilu05,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,WS,garcilu05,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,ALDS2,garcima01,KCA,AL,4,16,0,6,0,0,0,1,1,0,0,3,0,0,0,0,0
2024,ALWC2,garcima01,KCA,AL,2,6,1,1,0,0,0,0,2,0,1,2,0,0,0,0,0
2015,NLDS2,garciyi01,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLDS2,garciyi01,MIA,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NLWC3,garciyi01,MIA,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALCS,garciyi01,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ALDS1,garciyi01,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,WS,garciyi01,HOU,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ALWC2,garciyi01,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,ALWC2,garciyi01,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ALWC,gardnbr01,NYA,AL,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2017,ALDS1,gardnbr01,NYA,AL,5,21,2,6,1,0,0,2,1,1,1,3,0,0,1,1,2
2017,ALCS,gardnbr01,NYA,AL,7,27,2,4,1,0,0,1,0,0,1,9,0,1,0,0,0
2017,ALWC,gardnbr01,NYA,AL,1,4,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0
2018,ALWC,gardnbr01,NYA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ALDS1,gardnbr01,NYA,AL,4,8,1,0,0,0,0,1,0,0,3,1,0,0,0,1,0
2019,ALDS2,gardnbr01,NYA,AL,3,12,3,3,0,0,1,3,0,0,1,5,0,1,0,0,0
2019,ALCS,gardnbr01,NYA,AL,6,22,1,3,0,0,0,1,0,0,2,10,0,0,0,0,0
2020,ALDS1,gardnbr01,NYA,AL,4,11,3,4,0,0,0,0,0,0,2,6,0,1,0,0,0
2020,ALWC2,gardnbr01,NYA,AL,2,8,3,3,1,0,1,3,0,0,2,4,0,0,0,0,0
2021,ALWC,gardnbr01,NYA,AL,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020,ALDS2,garnedu01,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ALCS,garnedu01,HOU,AL,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020,NLWC4,garream01,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,NLWC2,garrebr01,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLDS1,garrere01,NYN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLCS,garrere01,NYN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,NLWC1,garrere01,NYN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,ALDS2,garvemi01,MIN,AL,3,12,1,2,0,0,0,1,0,0,1,5,0,0,0,0,0
2020,ALWC3,garvemi01,MIN,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
