playerID,yearID,gameNum,gameID,teamID,lgID,GP,startingPos
bogaexa01,2019,0,ALS201907090,BOS,AL,1,
bogaexa01,2021,0,NLS202107130,BOS,AL,1,6
bogaexa01,2022,0,NLS202207190,BOS,AL,1,
bohmal01,2024,0,ALS202407160,PHI,NL,1,5
boxbebr01,2015,0,NLS201507140,TBA,AL,0,
brachbr01,2016,0,ALS201607120,BAL,AL,0,
bradlja02,2016,0,ALS201607120,BOS,AL,1,7
brantmi02,2017,0,NLS201707110,CLE,AL,1,
brantmi02,2018,0,NLS201807170,CLE,AL,1,
brantmi02,2019,0,ALS201907090,HOU,AL,1,7
brantmi02,2021,0,NLS202107130,HOU,AL,0,
braunry02,2015,0,NLS201507140,MIL,NL,1,
bregmal01,2018,0,NLS201807170,HOU,AL,1,
bregmal01,2019,0,ALS201907090,HOU,AL,1,5
brittza01,2015,0,NLS201507140,BAL,AL,1,
brittza01,2016,0,ALS201607120,BAL,AL,1,
bruceja01,2016,0,ALS201607120,CIN,NL,1,
bryankr01,2015,0,NLS201507140,CHN,NL,1,
bryankr01,2016,0,ALS201607120,CHN,NL,1,5
bryankr01,2019,0,ALS201907090,CHN,NL,1,
bryankr01,2021,0,NLS202107130,CHN,NL,1,
buehlwa01,2019,0,ALS201907090,LAN,NL,1,
buehlwa01,2021,0,NLS202107130,LAN,NL,0,
bumgama01,2015,0,NLS201507140,SFN,NL,1,
bumgama01,2016,0,ALS201607120,SFN,NL,0,
burneaj01,2015,0,NLS201507140,PIT,NL,0,
burneco01,2021,0,NLS202107130,MIL,NL,1,
burneco01,2022,0,NLS202207190,MIL,NL,0,
burneco01,2023,0,ALS202307110,MIL,NL,0,
burneco01,2024,0,ALS202407160,BAL,AL,1,1
buxtoby01,2022,0,NLS202207190,MIN,AL,1,8
cabremi01,2015,0,NLS201507140,DET,AL,0,
cabremi01,2016,0,ALS201607120,DET,AL,1,
cabremi01,2022,0,NLS202207190,DET,AL,1,
cainlo01,2015,0,NLS201507140,KCA,AL,1,9
cainlo01,2018,0,NLS201807170,MIL,NL,1,
canoro01,2016,0,ALS201607120,SEA,AL,1,
canoro01,2017,0,NLS201707110,SEA,AL,1,
canoye01,2023,0,ALS202307110,BAL,AL,1,
carpema01,2016,0,ALS201607120,SLN,NL,0,
carroco02,2023,0,ALS202307110,ARI,NL,1,7
casteni01,2021,0,NLS202107130,CIN,NL,1,9
casteni01,2023,0,ALS202307110,PHI,NL,1,
castilu02,2019,0,ALS201907090,CIN,NL,1,
castilu02,2022,0,NLS202207190,CIN,NL,1,
castilu02,2023,0,ALS202307110,SEA,AL,0,
castrst01,2017,0,NLS201707110,NYA,AL,0,
castrwi01,2024,0,ALS202407160,MIN,AL,1,
cespeyo01,2016,0,ALS201607120,NYN,NL,0,
chapmar01,2015,0,NLS201507140,CIN,NL,1,
chapmar01,2018,0,NLS201807170,NYA,AL,0,
chapmar01,2019,0,ALS201907090,NYA,AL,1,
chapmar01,2021,0,NLS202107130,NYA,AL,0,
chapmma01,2019,0,ALS201907090,OAK,AL,1,
chishja01,2022,0,NLS202207190,MIA,NL,0,
choosh01,2018,0,NLS201807170,TEX,AL,1,
claseem01,2022,0,NLS202207190,CLE,AL,1,
claseem01,2023,0,ALS202307110,CLE,AL,0,
claseem01,2024,0,ALS202407160,CLE,AL,1,
cobbal01,2023,0,ALS202307110,SFN,NL,1,
colege01,2015,0,NLS201507140,PIT,NL,1,
colege01,2018,0,NLS201807170,HOU,AL,0,
colege01,2019,0,ALS201907090,HOU,AL,0,
colege01,2021,0,NLS202107130,NYA,AL,0,
colege01,2022,0,NLS202207190,NYA,AL,0,
colege01,2023,0,ALS202307110,NYA,AL,1,1
colomal01,2016,0,ALS201607120,TBA,AL,0,
colonba01,2016,0,ALS201607120,NYN,NL,0,
confomi01,2017,0,NLS201707110,NYN,NL,1,
contrwi01,2018,0,NLS201807170,CHN,NL,1,2
contrwi01,2019,0,ALS201907090,CHN,NL,1,2
contrwi01,2022,0,NLS202207190,CHN,NL,1,2
contrwi02,2022,0,NLS202207190,ATL,NL,1,10
contrwi02,2022,0,NLS202207190,CHN,NL,1,10
contrwi02,2024,0,ALS202407160,MIL,NL,1,2
coopega03,2022,0,NLS202207190,MIA,NL,1,
corbipa01,2018,0,NLS201807170,ARI,NL,0,
correca01,2017,0,NLS201707110,HOU,AL,1,6
correca01,2021,0,NLS202107130,HOU,AL,0,
correca01,2024,0,ALS202407160,MIN,AL,0,
cortene01,2022,0,NLS202207190,NYA,AL,1,
cozarza01,2017,0,NLS201707110,CIN,NL,1,6
crawfbr01,2015,0,NLS201507140,SFN,NL,1,
crawfbr01,2018,0,NLS201807170,SFN,NL,1,6
crawfbr01,2021,0,NLS202107130,SFN,NL,1,
crochga01,2024,0,ALS202407160,CHA,AL,1,
croncj01,2022,0,NLS202207190,COL,NL,1,
croneja01,2021,0,NLS202107130,SDN,NL,1,
croneja01,2022,0,NLS202207190,SDN,NL,1,
cruzne02,2015,0,NLS201507140,SEA,AL,1,10
cruzne02,2017,0,NLS201707110,SEA,AL,1,
cruzne02,2018,0,NLS201807170,SEA,AL,1,
cruzne02,2021,0,NLS202107130,MIN,AL,1,
cuetojo01,2016,0,ALS201607120,SFN,NL,1,1
dahlda01,2019,0,ALS201907090,COL,NL,1,
darnatr01,2022,0,NLS202207190,ATL,NL,1,
darviyu01,2017,0,NLS201707110,TEX,AL,0,
darviyu01,2021,0,NLS202107130,SDN,NL,0,
daviswa01,2015,0,NLS201507140,KCA,AL,1,
daviswa01,2016,0,ALS201607120,KCA,AL,0,
daviswa01,2017,0,NLS201707110,CHN,NL,1,
degroja01,2015,0,NLS201507140,NYN,NL,1,
degroja01,2018,0,NLS201807170,NYN,NL,1,
degroja01,2019,0,ALS201907090,NYN,NL,1,
degroja01,2021,0,NLS202107130,NYN,NL,0,
dejonpa01,2019,0,ALS201907090,SLN,NL,1,
delacel01,2024,0,ALS202407160,CIN,NL,1,
desmoia01,2016,0,ALS201607120,TEX,AL,1,
devench02,2017,0,NLS201707110,HOU,AL,1,
deverra01,2021,0,NLS202107130,BOS,AL,1,5
deverra01,2022,0,NLS202207190,BOS,AL,1,5
deverra01,2024,0,ALS202407160,BOS,AL,0,
diazal02,2016,0,ALS201607120,SLN,NL,1,
diazal03,2023,0,ALS202307110,CIN,NL,1,
diazed04,2018,0,NLS201807170,SEA,AL,1,
diazed04,2022,0,NLS202207190,NYN,NL,0,
diazel01,2023,0,ALS202307110,COL,NL,1,
diazya01,2023,0,ALS202307110,TBA,AL,1,3
dickeco01,2017,0,NLS201707110,TBA,AL,1,10
donaljo02,2015,0,NLS201507140,TOR,AL,1,5
donaljo02,2016,0,ALS201607120,TOR,AL,1,
doolise01,2018,0,NLS201807170,WAS,NL,0,
dovalca01,2023,0,ALS202307110,SFN,NL,1,
doziebr01,2015,0,NLS201507140,MIN,AL,1,
duranja01,2024,0,ALS202407160,BOS,AL,1,
duvalad01,2016,0,ALS201607120,CIN,NL,1,
elderbr01,2023,0,ALS202307110,ATL,NL,0,
encared01,2016,0,ALS201607120,TOR,AL,1,
eovalna01,2021,0,NLS202107130,BOS,AL,1,
eovalna01,2023,0,ALS202307110,TEX,AL,1,
escobal02,2015,0,NLS201507140,KCA,AL,1,6
escobed01,2021,0,NLS202107130,ARI,NL,1,
espinsa01,2022,0,NLS202207190,TOR,AL,1,
estevca01,2023,0,ALS202307110,LAA,AL,1,
estrama01,2016,0,ALS201607120,TOR,AL,0,
familje01,2016,0,ALS201607120,NYN,NL,0,
fernajo02,2016,0,ALS201607120,MIA,NL,1,
fieldpr01,2015,0,NLS201507140,TEX,AL,1,
finneky01,2024,0,ALS202407160,WAS,NL,0,
foltymi01,2018,0,NLS201807170,ATL,NL,1,
fowlede01,2016,0,ALS201607120,CHN,NL,0,
francty01,2022,0,NLS202207190,SEA,AL,1,
francwa01,2023,0,ALS202307110,TBA,AL,1,
fraziad01,2021,0,NLS202107130,PIT,NL,1,4
frazito01,2015,0,NLS201507140,CIN,NL,1,5
freemfr01,2018,0,NLS201807170,ATL,NL,1,3
freemfr01,2019,0,ALS201907090,ATL,NL,1,3
freemfr01,2021,0,NLS202107130,ATL,NL,1,3
freemfr01,2022,0,NLS202207190,LAN,NL,1,
freemfr01,2023,0,ALS202307110,LAN,NL,1,3
freemfr01,2024,0,ALS202407160,LAN,NL,1,
friedma01,2022,0,NLS202207190,ATL,NL,0,
friedma01,2024,0,ALS202407160,ATL,NL,1,
fryda01,2024,0,ALS202407160,CLE,AL,1,
fulmemi01,2017,0,NLS201707110,DET,AL,0,
galleza01,2023,0,ALS202307110,ARI,NL,1,1
gallojo01,2019,0,ALS201907090,TEX,AL,1,
gallojo01,2021,0,NLS202107130,TEX,AL,1,
garciad02,2021,0,NLS202107130,TEX,AL,1,
garciad02,2023,0,ALS202307110,TEX,AL,1,9
garciav01,2017,0,NLS201707110,CHA,AL,1,
gardnbr01,2015,0,NLS201507140,NYA,AL,1,
gausmke01,2021,0,NLS202107130,SFN,NL,0,
gausmke01,2023,0,ALS202307110,TOR,AL,0,
gennesc01,2018,0,NLS201807170,CIN,NL,1,
gibsoky01,2021,0,NLS202107130,TEX,AL,1,
gilbelo01,2024,0,ALS202407160,SEA,AL,0,
gimenan01,2022,0,NLS202207190,CLE,AL,1,4
giolilu01,2019,0,ALS201907090,CHA,AL,1,
glasnty01,2024,0,ALS202407160,LAN,NL,0,
goldspa01,2015,0,NLS201507140,ARI,NL,1,3
goldspa01,2016,0,ALS201607120,ARI,NL,1,
goldspa01,2017,0,NLS201707110,ARI,NL,1,
goldspa01,2018,0,NLS201807170,ARI,NL,1,10
goldspa01,2022,0,NLS202207190,SLN,NL,1,3
gomesya01,2018,0,NLS201807170,CLE,AL,1,
gonsoto01,2022,0,NLS202207190,LAN,NL,1,
gonzaad01,2015,0,NLS201507140,LAN,NL,1,
gonzaca01,2016,0,ALS201607120,COL,NL,1,7
gordoal01,2015,0,NLS201507140,KCA,AL,0,
gordode01,2015,0,NLS201507140,MIA,NL,0,
grandya01,2015,0,NLS201507140,LAN,NL,1,
grandya01,2019,0,ALS201907090,MIL,NL,1,
grayjo03,2023,0,ALS202307110,WAS,NL,1,
grayso01,2015,0,NLS201507140,OAK,AL,0,
grayso01,2019,0,ALS201907090,CIN,NL,0,
grayso01,2023,0,ALS202307110,MIN,AL,1,
greenhu01,2024,0,ALS202407160,CIN,NL,1,
greenri02,2024,0,ALS202407160,DET,AL,1,
greensh02,2019,0,ALS201907090,DET,AL,1,
greinza01,2015,0,NLS201507140,LAN,NL,1,1
greinza01,2017,0,NLS201707110,ARI,NL,1,
guerrvl02,2021,0,NLS202107130,TOR,AL,1,3
guerrvl02,2022,0,NLS202207190,TOR,AL,1,3
guerrvl02,2023,0,ALS202307110,TOR,AL,1,
guerrvl02,2024,0,ALS202407160,TOR,AL,1,3
gurrilo01,2023,0,ALS202307110,ARI,NL,1,
haderjo01,2018,0,NLS201807170,MIL,NL,1,
haderjo01,2019,0,ALS201907090,MIL,NL,0,
haderjo01,2021,0,NLS202107130,MIL,NL,0,
haderjo01,2022,0,NLS202207190,MIL,NL,0,
haderjo01,2023,0,ALS202307110,SDN,NL,1,
hamelco01,2016,0,ALS201607120,TEX,AL,1,
handbr01,2017,0,NLS201707110,SDN,NL,1,
handbr01,2018,0,NLS201807170,SDN,NL,1,
handbr01,2019,0,ALS201907090,CLE,AL,1,
hanigmi01,2018,0,NLS201807170,SEA,AL,1,
happia01,2022,0,NLS202207190,CHN,NL,1,
happja01,2018,0,NLS201807170,TOR,AL,1,
harpebr03,2015,0,NLS201507140,WAS,NL,1,9
harpebr03,2016,0,ALS201607120,WAS,NL,1,9
harpebr03,2017,0,NLS201707110,WAS,NL,1,9
harpebr03,2018,0,NLS201807170,WAS,NL,1,8
harpebr03,2022,0,NLS202207190,PHI,NL,0,
harpebr03,2024,0,ALS202407160,PHI,NL,1,3
harrijo05,2017,0,NLS201707110,PIT,NL,1,
harriwi02,2016,0,ALS201607120,HOU,AL,1,
haysau01,2023,0,ALS202307110,BAL,AL,1,8
heimjo01,2023,0,ALS202307110,TEX,AL,1,2
helslry01,2022,0,NLS202207190,SLN,NL,1,
helslry01,2024,0,ALS202407160,SLN,NL,0,
hendegu01,2024,0,ALS202407160,BAL,AL,1,6
hendrli01,2019,0,ALS201907090,OAK,AL,1,
hendrli01,2021,0,NLS202107130,CHA,AL,1,
hendrli01,2022,0,NLS202207190,CHA,AL,1,
hernafe02,2015,0,NLS201507140,SEA,AL,1,
hernate01,2021,0,NLS202107130,TOR,AL,1,7
hernate01,2024,0,ALS202407160,LAN,NL,1,8
herreke01,2015,0,NLS201507140,KCA,AL,0,
herreke01,2016,0,ALS201607120,KCA,AL,1,
herreod01,2016,0,ALS201607120,PHI,NL,1,
hoffmje02,2024,0,ALS202407160,PHI,NL,1,
hollagr01,2017,0,NLS201707110,COL,NL,1,
hollima01,2015,0,NLS201507140,SLN,NL,0,
holmecl01,2022,0,NLS202207190,NYA,AL,1,
holmecl01,2024,0,ALS202407160,NYA,AL,0,
holtbr01,2015,0,NLS201507140,BOS,AL,1,
hosmeer01,2016,0,ALS201607120,KCA,AL,1,3
houckta01,2024,0,ALS202407160,BOS,AL,1,
iglesjo01,2015,0,NLS201507140,DET,AL,1,
imanash01,2024,0,ALS202407160,CHN,NL,1,
inciaen01,2017,0,NLS201707110,ATL,NL,1,
janseke01,2016,0,ALS201607120,LAN,NL,1,
janseke01,2017,0,NLS201707110,LAN,NL,1,
janseke01,2018,0,NLS201807170,LAN,NL,0,
janseke01,2023,0,ALS202307110,BOS,AL,1,
jeffrje01,2018,0,NLS201807170,MIL,NL,1,
jimenjo02,2018,0,NLS201807170,DET,AL,1,
jonesad01,2015,0,NLS201507140,BAL,AL,1,7
judgeaa01,2017,0,NLS201707110,NYA,AL,1,9
judgeaa01,2018,0,NLS201807170,NYA,AL,1,7
judgeaa01,2021,0,NLS202107130,NYA,AL,1,9
judgeaa01,2022,0,NLS202207190,NYA,AL,1,9
judgeaa01,2023,0,ALS202307110,NYA,AL,0,
judgeaa01,2024,0,ALS202407160,NYA,AL,1,8
jungjo01,2023,0,ALS202307110,TEX,AL,1,5
kellemi03,2023,0,ALS202307110,PIT,NL,1,
kempma01,2018,0,NLS201807170,LAN,NL,1,7
kershcl01,2015,0,NLS201507140,LAN,NL,1,
kershcl01,2016,0,ALS201607120,LAN,NL,0,
kershcl01,2017,0,NLS201707110,LAN,NL,0,
kershcl01,2019,0,ALS201907090,LAN,NL,1,
kershcl01,2022,0,NLS202207190,LAN,NL,1,1
kershcl01,2023,0,ALS202307110,LAN,NL,0,
keuchda01,2015,0,NLS201507140,HOU,AL,1,1
keuchda01,2017,0,NLS201707110,HOU,AL,0,
kikucyu01,2021,0,NLS202107130,SEA,AL,0,
kimbrcr01,2016,0,ALS201607120,BOS,AL,0,
kimbrcr01,2017,0,NLS201707110,BOS,AL,1,
kimbrcr01,2018,0,NLS201807170,BOS,AL,0,
kimbrcr01,2021,0,NLS202107130,CHN,NL,1,
kimbrcr01,2023,0,ALS202307110,PHI,NL,1,
kintzbr01,2017,0,NLS201707110,MIN,AL,1,
kipnija01,2015,0,NLS201507140,CLE,AL,1,
kirbyge01,2023,0,ALS202307110,SEA,AL,1,
kirkal01,2022,0,NLS202207190,TOR,AL,1,2
kittran01,2021,0,NLS202107130,TBA,AL,1,
klubeco01,2016,0,ALS201607120,CLE,AL,1,
klubeco01,2017,0,NLS201707110,CLE,AL,0,
klubeco01,2018,0,NLS201807170,CLE,AL,0,
knebeco01,2017,0,NLS201707110,MIL,NL,0,
kwanst01,2024,0,ALS202407160,CLE,AL,1,7
lambja01,2017,0,NLS201707110,ARI,NL,1,
lasteto01,2019,0,ALS201907090,LAA,AL,0,
lemahdj01,2015,0,NLS201507140,COL,NL,1,4
lemahdj01,2017,0,NLS201707110,COL,NL,0,
lemahdj01,2019,0,ALS201907090,NYA,AL,1,4
lestejo01,2016,0,ALS201607120,CHN,NL,1,
lestejo01,2018,0,NLS201807170,CHN,NL,0,
lindofr01,2016,0,ALS201607120,CLE,AL,1,
lindofr01,2017,0,NLS201707110,CLE,AL,1,
lindofr01,2018,0,NLS201807170,CLE,AL,1,
lindofr01,2019,0,ALS201907090,CLE,AL,1,
lopezjo02,2022,0,NLS202207190,BAL,AL,1,
lopezpa01,2023,0,ALS202307110,MIN,AL,1,
lopezre01,2024,0,ALS202407160,ATL,NL,1,
lorenmi01,2023,0,ALS202307110,DET,AL,1,
lowebr01,2019,0,ALS201907090,TBA,AL,0,
lowrije01,2018,0,NLS201807170,OAK,AL,1,
lucrojo01,2016,0,ALS201607120,MIL,NL,1,
lugose01,2024,0,ALS202407160,KCA,AL,1,
lynnla01,2021,0,NLS202107130,CHA,AL,1,
machama01,2015,0,NLS201507140,BAL,AL,1,
machama01,2016,0,ALS201607120,BAL,AL,1,5
machama01,2018,0,NLS201807170,BAL,AL,1,6
machama01,2021,0,NLS202107130,SDN,NL,1,
machama01,2022,0,NLS202207190,SDN,NL,1,5
manoaal01,2022,0,NLS202207190,TOR,AL,1,
mantijo01,2022,0,NLS202207190,ARI,NL,1,
markani01,2018,0,NLS201807170,ATL,NL,1,9
marquge01,2021,0,NLS202107130,COL,NL,1,
marteke01,2019,0,ALS201907090,ARI,NL,1,4
marteke01,2024,0,ALS202407160,ARI,NL,1,4
martest01,2016,0,ALS201607120,PIT,NL,1,
martest01,2022,0,NLS202207190,NYN,NL,0,
martica04,2015,0,NLS201507140,SLN,NL,0,
martica04,2017,0,NLS201707110,SLN,NL,1,
martijd02,2015,0,NLS201507140,DET,AL,1,
martijd02,2018,0,NLS201807170,BOS,AL,1,10
martijd02,2019,0,ALS201907090,BOS,AL,1,10
martijd02,2021,0,NLS202107130,BOS,AL,1,
martijd02,2022,0,NLS202207190,BOS,AL,1,
martijd02,2023,0,ALS202307110,LAN,NL,1,10
martiru01,2015,0,NLS201507140,TOR,AL,1,
mccanja02,2019,0,ALS201907090,CHA,AL,1,
mcclash01,2022,0,NLS202207190,TBA,AL,1,1
mcclash01,2023,0,ALS202307110,TBA,AL,0,
mcculla02,2017,0,NLS201707110,HOU,AL,0,
mccutan01,2015,0,NLS201507140,PIT,NL,1,8
mcmahry01,2024,0,ALS202407160,COL,NL,1,
mcneije01,2019,0,ALS201907090,NYN,NL,1,
mcneije01,2022,0,NLS202207190,NYN,NL,1,4
meadoau01,2019,0,ALS201907090,TBA,AL,1,
meansjo01,2019,0,ALS201907090,BAL,AL,0,
melanma01,2015,0,NLS201507140,PIT,NL,1,
melanma01,2016,0,ALS201607120,PIT,NL,1,
melanma01,2021,0,NLS202107130,SDN,NL,1,
merrija01,2024,0,ALS202407160,SDN,NL,1,
merriwh01,2019,0,ALS201907090,KCA,AL,1,
merriwh01,2021,0,NLS202107130,KCA,AL,1,
merriwh01,2023,0,ALS202307110,TOR,AL,1,
mikolmi01,2018,0,NLS201807170,SLN,NL,0,
mikolmi01,2022,0,NLS202207190,SLN,NL,0,
millean01,2016,0,ALS201607120,NYA,AL,1,
millean01,2017,0,NLS201707110,CLE,AL,1,
millema03,2024,0,ALS202407160,OAK,AL,1,
millesh01,2015,0,NLS201507140,ATL,NL,0,
molinya01,2015,0,NLS201507140,SLN,NL,1,
molinya01,2017,0,NLS201707110,SLN,NL,1,
molinya01,2018,0,NLS201807170,SLN,NL,1,
molinya01,2021,0,NLS202107130,SLN,NL,0,
morelmi01,2018,0,NLS201807170,BOS,AL,1,
mortoch02,2018,0,NLS201807170,HOU,AL,1,
mortoch02,2019,0,ALS201907090,TBA,AL,0,
moustmi01,2015,0,NLS201507140,KCA,AL,1,
moustmi01,2017,0,NLS201707110,KCA,AL,1,
moustmi01,2019,0,ALS201907090,MIL,NL,1,
mullice01,2021,0,NLS202107130,BAL,AL,1,8
muncyma01,2019,0,ALS201907090,LAN,NL,1,
muncyma01,2021,0,NLS202107130,LAN,NL,1,10
munozan01,2024,0,ALS202407160,SEA,AL,0,
murphda08,2016,0,ALS201607120,WAS,NL,1,
murphda08,2017,0,NLS201707110,WAS,NL,1,4
murphse01,2023,0,ALS202307110,ATL,NL,1,2
musgrjo01,2022,0,NLS202207190,SDN,NL,1,
myerswi01,2016,0,ALS201607120,SDN,NL,1,10
narvaom01,2021,0,NLS202107130,MIL,NL,1,
naylojo01,2024,0,ALS202407160,CLE,AL,1,
neshepa01,2017,0,NLS201707110,PHI,NL,1,
nolaaa01,2018,0,NLS201807170,PHI,NL,1,
nunezed02,2016,0,ALS201607120,MIN,AL,1,
odayda01,2015,0,NLS201507140,BAL,AL,0,
odorija01,2019,0,ALS201907090,MIN,AL,0,
ohtansh01,2021,0,NLS202107130,LAA,AL,1,1;10
ohtansh01,2022,0,NLS202207190,LAA,AL,1,10
ohtansh01,2023,0,ALS202307110,LAA,AL,1,10
ohtansh01,2024,0,ALS202407160,LAN,NL,1,10
olsonma02,2021,0,NLS202107130,OAK,AL,1,
olsonma02,2023,0,ALS202307110,ATL,NL,1,
ortizda01,2016,0,ALS201607120,BOS,AL,1,10
osunaro01,2017,0,NLS201707110,TOR,AL,1,
ozunama01,2016,0,ALS201607120,MIA,NL,1,8
ozunama01,2017,0,NLS201707110,MIA,NL,1,7
ozunama01,2024,0,ALS202407160,ATL,NL,1,
panikjo01,2015,0,NLS201507140,SFN,NL,1,
papeljo01,2015,0,NLS201507140,PHI,NL,0,
paredis01,2024,0,ALS202407160,TBA,AL,1,
pederjo01,2015,0,NLS201507140,LAN,NL,1,7
pederjo01,2022,0,NLS202207190,SFN,NL,1,7
pencehu01,2019,0,ALS201907090,TEX,AL,0,
peralfr01,2021,0,NLS202107130,MIL,NL,1,
peraljh01,2015,0,NLS201507140,SLN,NL,1,6
perdoge01,2023,0,ALS202307110,ARI,NL,1,
perezma02,2022,0,NLS202207190,TEX,AL,1,
perezsa02,2015,0,NLS201507140,KCA,AL,1,2
perezsa02,2016,0,ALS201607120,KCA,AL,1,2
perezsa02,2017,0,NLS201707110,KCA,AL,1,2
perezsa02,2018,0,NLS201807170,KCA,AL,1,2
perezsa02,2021,0,NLS202107130,KCA,AL,1,2
perezsa02,2023,0,ALS202307110,KCA,AL,1,
perezsa02,2024,0,ALS202407160,KCA,AL,1,
perkigl01,2015,0,NLS201507140,MIN,AL,1,
polanjo01,2019,0,ALS201907090,MIN,AL,1,6
polloaj01,2015,0,NLS201507140,ARI,NL,1,
pomerdr01,2016,0,ALS201607120,SDN,NL,1,
poseybu01,2015,0,NLS201507140,SFN,NL,1,2
poseybu01,2016,0,ALS201607120,SFN,NL,1,2
poseybu01,2017,0,NLS201707110,SFN,NL,1,2
poseybu01,2018,0,NLS201807170,SFN,NL,0,
poseybu01,2021,0,NLS202107130,SFN,NL,0,
pressry01,2019,0,ALS201907090,HOU,AL,0,
pressry01,2021,0,NLS202107130,HOU,AL,0,
priceda01,2015,0,NLS201507140,DET,AL,1,
