playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
armstsh01,2023,ALWC1,TBA,AL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.25,0,0,0,0,0,4,0,0,0,0,0
arrieja01,2015,NLCS,CHN,NL,0,1,1,1,0,0,0,15,4,4,1,2,8,0.211,7.2,1,0,0,0,21,0,4,0,0,0
arrieja01,2015,NLDS1,CHN,NL,1,0,1,1,0,0,0,17,5,4,1,2,9,0.227,6.35,0,0,1,0,25,0,4,0,0,0
arrieja01,2015,NLWC,CHN,NL,1,0,1,1,1,1,0,27,5,0,0,0,11,0.167,0,0,0,2,0,32,0,0,0,0,2
arrieja01,2016,NLCS,CHN,NL,0,1,1,1,0,0,0,15,6,4,2,0,5,0.286,7.2,0,0,0,0,21,0,4,0,0,0
arrieja01,2016,NLDS1,CHN,NL,0,0,1,1,0,0,0,18,6,2,0,1,5,0.261,3,0,0,0,0,25,0,2,0,1,0
arrieja01,2016,WS,CHN,NL,2,0,2,2,0,0,0,34,5,3,1,6,15,0.128,2.38,0,1,1,0,46,0,3,0,0,0
arrieja01,2017,NLCS,CHN,NL,1,0,1,1,0,0,0,20,3,1,1,5,9,0.136,1.35,0,1,1,0,28,0,1,0,0,1
arrieja01,2017,NLDS2,CHN,NL,0,1,1,1,0,0,0,12,2,0,0,5,4,0.143,0,0,1,0,0,20,0,1,1,0,0
ashbyaa01,2021,NLDS1,MIL,NL,0,0,2,0,0,0,0,8,5,2,0,2,3,0.385,6.75,0,0,1,0,16,0,2,0,0,0
ashbyaa01,2024,NLWC1,MIL,NL,0,0,1,0,0,0,0,0,3,2,0,2,0,1,,1,1,0,0,5,0,2,0,0,0
avilalu01,2015,NLDS2,LAN,NL,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0
avilalu01,2016,NLCS,LAN,NL,0,0,2,0,0,0,0,7,2,0,0,1,1,0.25,0,0,0,0,0,10,0,0,0,1,0
avilalu01,2016,NLDS2,LAN,NL,0,0,3,0,0,0,0,4,2,0,0,0,2,0.333,0,0,1,0,0,6,0,0,0,0,0
avilape01,2024,ALCS,CLE,AL,1,0,3,0,0,0,0,12,0,0,0,2,3,0,0,1,0,0,0,13,1,0,0,1,0
baezpe01,2015,NLDS2,LAN,NL,0,0,2,0,0,0,0,1,2,3,0,2,1,0.667,81,0,0,0,0,5,0,3,0,0,0
baezpe01,2016,NLCS,LAN,NL,0,0,3,0,0,0,0,10,6,2,1,2,4,0.375,5.4,0,0,0,0,19,0,6,1,0,0
baezpe01,2016,NLDS2,LAN,NL,0,0,4,0,0,0,0,11,0,0,0,2,1,0,0,0,0,1,0,12,0,0,0,0,0
baezpe01,2018,NLCS,LAN,NL,1,0,4,0,0,0,0,13,2,0,0,1,7,0.133,0,0,0,0,0,16,0,0,0,0,0
baezpe01,2018,NLDS2,LAN,NL,0,0,2,0,0,0,0,7,0,0,0,1,3,0,0,0,0,0,0,8,0,0,0,0,0
baezpe01,2018,WS,LAN,NL,0,0,4,0,0,0,0,14,2,2,1,3,4,0.133,3.86,1,0,0,0,18,1,2,0,0,0
baezpe01,2019,NLDS1,LAN,NL,0,0,2,0,0,0,0,2,4,1,1,1,1,0.667,13.5,0,0,0,0,7,0,1,0,0,0
baezpe01,2020,NLCS,LAN,NL,0,0,4,0,0,0,0,10,2,1,0,2,5,0.182,2.7,0,0,0,0,14,0,1,0,1,0
baezpe01,2020,NLDS1,LAN,NL,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
baezpe01,2020,WS,LAN,NL,0,0,3,0,0,0,0,10,3,2,2,1,3,0.25,5.4,0,0,0,0,13,0,2,0,0,1
bakerbr01,2023,ALDS1,BAL,AL,0,0,1,0,0,0,0,1,0,3,0,3,0,0,81,0,0,0,0,4,0,3,0,0,0
bandaan01,2024,NLCS,LAN,NL,0,0,3,0,0,0,0,8,2,1,0,1,3,0.2,3.38,0,0,1,0,12,1,1,0,0,0
bandaan01,2024,WS,LAN,NL,0,0,4,0,0,0,0,7,2,0,0,4,4,0.222,0,1,1,1,0,14,0,0,0,0,0
bandaan01,2024,NLDS2,LAN,NL,0,0,3,0,0,0,0,9,2,0,0,1,4,0.182,0,0,0,0,0,12,0,0,0,0,0
banksta01,2024,NLDS1,PHI,NL,0,0,1,0,0,0,0,3,2,1,0,0,2,0.4,9,0,0,0,0,5,1,1,0,0,0
barnema01,2016,ALDS2,BOS,AL,0,0,1,0,0,0,0,5,3,0,0,0,1,0.429,0,0,0,0,0,7,0,1,0,0,0
barnema01,2018,ALCS,BOS,AL,1,0,5,0,0,0,0,13,1,1,1,4,4,0.071,2.08,0,0,0,0,18,0,1,0,0,0
barnema01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,0,6,0,0,0,1,1,0,0,0,1,0,0,7,0,0,0,0,0
barnema01,2018,WS,BOS,AL,1,0,3,0,0,0,0,7,2,0,0,1,4,0.222,0,0,1,0,0,10,0,0,0,0,0
barnema01,2021,ALDS2,BOS,AL,0,0,1,0,0,0,0,3,1,0,0,2,1,0.25,0,0,0,0,0,6,1,0,0,0,0
barneto01,2016,ALDS1,TEX,AL,0,0,3,0,0,0,0,12,3,0,0,0,1,0.2,0,0,0,0,0,15,0,0,0,0,0
bassan01,2020,ALWC1,TOR,AL,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0
bassan01,2022,ALWC2,TOR,AL,0,0,1,0,0,0,0,0,3,3,0,0,0,1,,0,0,0,0,3,0,3,0,0,0
bassich01,2020,ALDS2,OAK,AL,0,0,1,1,0,0,0,12,9,3,2,0,4,0.45,6.75,0,0,0,0,20,0,3,0,0,0
bassich01,2020,ALWC4,OAK,AL,1,0,1,1,0,0,0,21,6,1,0,1,5,0.222,1.29,0,1,0,0,28,0,1,0,0,0
bassich01,2022,NLWC1,NYN,NL,0,1,1,1,0,0,0,12,3,3,0,3,2,0.2,6.75,0,0,0,0,18,0,3,0,0,0
bastaan01,2015,NLWC,PIT,NL,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
bauertr01,2016,ALCS,CLE,AL,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0
bauertr01,2016,ALDS2,CLE,AL,0,0,1,1,0,0,0,14,6,3,2,0,6,0.316,5.79,0,0,0,0,19,0,3,0,0,0
bauertr01,2016,WS,CLE,AL,0,2,3,2,0,0,0,25,12,5,1,2,10,0.343,5.4,0,0,0,0,38,1,5,0,1,1
bauertr01,2017,ALDS1,CLE,AL,1,1,2,2,0,0,0,25,6,0,0,3,11,0.188,0,1,1,0,0,35,0,4,0,0,1
bauertr01,2018,ALDS2,CLE,AL,0,1,3,0,0,0,0,12,7,3,1,1,4,0.368,6.75,0,0,0,0,20,0,4,0,0,0
bauertr01,2020,NLWC4,CIN,NL,0,0,1,1,0,0,0,23,2,0,0,0,12,0.077,0,0,0,1,0,27,0,0,0,0,0
bazsh01,2021,ALDS2,TBA,AL,0,0,1,1,0,0,0,7,6,3,1,1,2,0.5,11.57,0,0,0,0,13,0,3,0,0,1
belisma01,2017,ALWC,MIN,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
bellaan01,2022,NLCS,PHI,NL,0,0,2,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0
bellaan01,2022,NLDS1,PHI,NL,0,0,3,0,0,0,0,8,2,1,1,0,3,0.2,3.38,0,0,0,0,10,0,1,0,0,0
bellaan01,2022,WS,PHI,NL,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,9,1,0,0,0,0
berrijo01,2017,ALWC,MIN,AL,0,1,1,0,0,0,0,9,5,3,1,0,4,0.357,9,0,0,0,0,14,0,3,0,0,0
berrijo01,2019,ALDS2,MIN,AL,0,0,1,1,0,0,0,12,4,1,0,3,6,0.25,2.25,0,0,0,0,19,0,3,0,0,0
berrijo01,2020,ALWC3,MIN,AL,0,0,1,1,0,0,0,15,2,1,0,2,4,0.118,1.8,0,0,0,0,19,0,1,0,0,0
berrijo01,2023,ALWC2,TOR,AL,0,1,1,1,0,0,0,9,3,1,0,1,5,0.273,3,0,0,0,0,12,0,1,0,0,1
betande01,2015,ALWC,NYA,AL,0,0,1,0,0,0,0,5,1,1,0,1,4,0.167,5.4,0,0,0,0,7,0,1,0,0,0
betande01,2017,ALCS,NYA,AL,0,0,2,0,0,0,0,3,1,1,0,2,1,0.333,9,0,0,0,0,6,1,1,0,1,0
betande01,2017,ALDS1,NYA,AL,0,1,3,0,0,0,0,9,1,1,0,3,5,0.1,3,0,0,0,0,13,2,1,0,0,0
betande01,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,10,3,1,0,1,4,0.214,2.7,1,1,0,0,15,0,1,0,0,0
betande01,2018,ALWC,NYA,AL,1,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0
biagijo01,2016,ALCS,TOR,AL,0,0,3,0,0,0,0,11,1,0,0,1,3,0.083,0,0,1,0,0,13,0,0,0,0,0
biagijo01,2016,ALDS1,TOR,AL,0,0,2,0,0,0,0,9,2,0,0,0,1,0.182,0,0,0,0,0,11,0,0,0,0,0
biagijo01,2016,ALWC,TOR,AL,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
bibeeta01,2024,ALDS1,CLE,AL,0,0,2,2,0,0,0,26,8,2,1,3,9,0.267,2.08,0,0,1,0,35,0,2,0,1,2
bibeeta01,2024,ALCS,CLE,AL,0,1,2,2,0,0,0,21,11,4,1,1,7,0.367,5.14,1,0,2,0,33,0,5,0,0,2
bickfph01,2021,NLCS,LAN,NL,0,0,3,0,0,0,0,11,3,0,0,0,4,0.231,0,0,0,0,0,13,0,0,0,0,1
bickfph01,2021,NLDS2,LAN,NL,0,0,3,0,0,0,0,7,1,0,0,0,0,0.125,0,0,0,0,0,8,3,0,0,0,0
biebesh01,2020,ALWC2,CLE,AL,0,1,1,1,0,0,0,14,9,7,2,2,7,0.391,13.5,0,0,0,0,25,0,7,0,0,0
biebesh01,2022,ALDS1,CLE,AL,0,0,1,1,0,0,0,17,5,2,1,3,7,0.227,3.18,0,1,0,0,25,0,2,0,0,0
biebesh01,2022,ALWC1,CLE,AL,1,0,1,1,0,0,0,23,3,1,1,1,8,0.12,1.17,0,0,0,0,26,0,1,0,0,1
blachty01,2016,NLDS1,SFN,NL,1,0,2,0,0,0,0,10,2,0,0,0,3,0.182,0,0,0,0,0,11,1,0,0,0,1
blancro01,2024,ALWC1,HOU,AL,0,0,1,0,0,0,0,6,1,0,0,3,4,0.143,0,0,0,0,0,10,0,0,0,0,0
blantjo01,2016,NLCS,LAN,NL,0,2,3,0,0,0,0,9,7,7,3,2,3,0.438,21,2,0,0,0,18,0,7,0,0,0
blantjo01,2016,NLDS2,LAN,NL,1,0,4,0,0,0,0,15,1,0,0,1,5,0.062,0,0,0,0,0,17,0,0,0,0,0
bleieri01,2020,NLDS2,MIA,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
bleieri01,2020,NLWC3,MIA,NL,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
borucry01,2020,ALWC1,TOR,AL,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
boxbebr01,2020,NLDS2,MIA,NL,0,0,2,0,0,0,0,6,0,0,0,2,2,0,0,0,0,0,1,8,0,0,0,0,0
boxbebr01,2020,NLWC3,MIA,NL,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
boxbebr01,2021,NLDS1,MIL,NL,0,0,2,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,7,1,0,0,0,0
boydma01,2022,ALDS2,SEA,AL,0,0,1,0,0,0,0,1,1,0,0,1,0,0.5,0,0,0,0,0,3,0,0,0,0,0
boydma01,2024,ALCS,CLE,AL,0,0,1,1,0,0,0,15,2,1,0,3,4,0.125,1.8,0,0,0,0,19,0,1,0,0,0
boydma01,2024,ALDS1,CLE,AL,0,0,2,2,0,0,0,20,5,0,0,3,10,0.208,0,0,0,1,0,28,0,0,0,0,0
brachbr01,2016,ALWC,BAL,AL,0,0,1,0,0,0,0,4,2,0,0,1,2,0.4,0,1,0,0,0,6,0,0,0,0,1
brachbr01,2018,NLDS2,ATL,NL,0,0,2,0,0,0,0,4,2,1,1,2,2,0.333,6.75,0,0,0,0,8,0,1,0,0,0
bradfco01,2023,ALDS1,TEX,AL,1,0,1,0,0,0,0,11,3,0,0,0,4,0.214,0,0,0,0,0,14,0,0,0,0,0
bradfco01,2023,WS,TEX,AL,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
bradiky01,2023,ALDS1,BAL,AL,0,1,1,1,0,0,0,14,7,2,0,1,9,0.333,3.86,0,0,0,0,22,0,2,0,0,0
bradlar01,2017,NLDS1,ARI,NL,0,0,2,0,0,0,0,14,3,0,0,3,5,0.167,0,0,0,0,0,21,1,1,0,0,0
bradlar01,2017,NLWC,ARI,NL,0,0,1,0,0,0,0,4,3,2,2,0,0,0.429,13.5,0,0,0,0,7,0,2,0,0,0
bradlar01,2020,NLWC4,CIN,NL,0,1,1,0,0,0,0,1,2,1,0,0,0,0.667,27,0,0,0,0,3,0,1,0,0,0
brashma01,2022,ALDS2,SEA,AL,0,0,2,0,0,0,0,7,0,0,0,0,3,0,0,0,2,0,0,7,0,0,0,0,0
brashma01,2022,ALWC2,SEA,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
brasiry01,2018,ALCS,BOS,AL,0,0,4,0,0,0,0,14,3,0,0,2,2,0.188,0,0,0,1,0,19,0,0,0,0,1
brasiry01,2018,ALDS1,BOS,AL,0,0,3,0,0,0,0,7,1,0,0,2,4,0.111,0,0,1,0,0,11,0,0,0,0,0
brasiry01,2018,WS,BOS,AL,0,0,2,0,0,0,0,5,3,1,0,1,1,0.429,5.4,0,0,0,0,9,0,1,0,1,0
brasiry01,2021,ALCS,BOS,AL,0,0,3,0,0,0,0,4,4,2,0,0,1,0.5,13.5,0,0,0,0,8,1,2,0,0,0
brasiry01,2021,ALDS2,BOS,AL,0,0,3,0,0,0,0,6,3,2,0,0,4,0.333,9,0,0,0,0,9,0,2,0,0,0
brasiry01,2021,ALWC,BOS,AL,0,0,1,0,0,0,0,2,1,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0
brasiry01,2023,NLDS2,LAN,NL,0,0,1,0,0,0,0,7,1,1,1,0,3,0.143,3.86,0,0,0,0,7,0,1,0,0,0
brasiry01,2024,NLDS2,LAN,NL,1,0,3,1,0,0,0,11,3,2,1,0,2,0.214,4.91,0,0,0,0,14,0,2,0,0,0
brasiry01,2024,NLCS,LAN,NL,0,1,3,1,0,0,0,10,4,2,2,2,2,0.333,5.4,0,0,0,0,14,0,2,0,0,2
brasiry01,2024,WS,LAN,NL,0,0,2,0,0,0,0,6,1,1,1,1,3,0.143,4.5,0,0,0,0,8,0,1,0,0,0
brazohu01,2023,NLWC2,MIA,NL,0,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0
brebbjo01,2019,NLCS,SLN,NL,0,0,2,0,0,0,0,3,4,2,1,1,1,0.571,18,0,0,0,0,8,0,2,0,0,0
brebbjo01,2019,NLDS2,SLN,NL,0,0,3,0,0,0,0,6,3,0,0,0,2,0.333,0,0,0,0,0,9,0,0,0,0,0
briesbe01,2024,ALDS1,DET,AL,0,1,4,0,0,0,1,11,1,1,1,0,5,0.083,2.45,0,1,0,0,12,2,1,0,0,0
briesbe01,2024,ALWC1,DET,AL,0,0,2,0,0,0,1,7,0,0,0,2,1,0,0,0,0,0,0,8,1,0,0,0,1
brittza01,2018,ALDS1,NYA,AL,0,0,3,0,0,0,0,12,3,1,1,1,4,0.2,2.25,0,0,0,0,16,0,1,0,0,0
brittza01,2018,ALWC,NYA,AL,0,0,1,0,0,0,0,3,2,2,1,1,0,0.4,18,0,0,0,0,6,0,2,0,0,0
brittza01,2019,ALCS,NYA,AL,0,0,5,0,0,0,0,17,1,0,0,5,5,0.059,0,1,1,0,0,23,0,0,0,1,0
brittza01,2019,ALDS2,NYA,AL,0,0,2,0,0,0,0,7,1,1,1,1,1,0.125,3.86,0,1,0,0,9,0,1,0,0,0
brittza01,2020,ALDS1,NYA,AL,0,0,3,0,0,0,0,12,1,0,0,2,6,0.071,0,0,0,0,0,16,0,0,0,0,0
brittza01,2020,ALWC2,NYA,AL,0,0,1,0,0,0,0,4,0,2,0,2,1,0,13.5,0,0,0,0,5,0,2,0,0,1
brogdco01,2022,NLCS,PHI,NL,0,0,2,0,0,0,0,10,1,0,0,0,4,0.091,0,0,0,0,0,11,0,0,0,0,0
brogdco01,2022,NLDS1,PHI,NL,0,0,2,0,0,0,0,4,2,2,0,2,2,0.333,13.5,0,0,0,0,8,1,2,0,0,0
brogdco01,2022,WS,PHI,NL,0,0,3,0,0,0,0,12,3,0,0,0,7,0.214,0,0,0,0,0,14,0,0,0,0,0
brownhu01,2022,ALCS,HOU,AL,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
brownhu01,2022,ALDS2,HOU,AL,0,0,2,0,0,0,0,9,2,0,0,1,1,0.222,0,0,0,0,0,10,0,0,0,0,1
brownhu01,2023,ALCS,HOU,AL,0,0,1,0,0,0,0,6,2,1,1,0,2,0.25,4.5,0,0,0,0,8,0,1,0,0,0
brownhu01,2023,ALDS2,HOU,AL,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0
brownhu01,2024,ALWC1,HOU,AL,0,0,1,1,0,0,0,17,2,1,1,2,9,0.1,1.59,0,0,0,0,22,0,1,0,0,0
broxtjo01,2015,NLDS1,SLN,NL,0,0,3,0,0,0,0,7,2,1,1,2,3,0.25,3.86,0,0,0,0,10,2,1,0,0,0
bruihju01,2021,NLCS,LAN,NL,0,0,3,0,0,0,0,6,1,0,0,0,5,0.143,0,0,0,0,0,7,0,0,0,0,0
bubickr01,2024,ALWC2,KCA,AL,0,0,2,0,0,0,0,5,2,0,0,1,0,0.286,0,0,0,0,0,8,0,0,0,0,0
bubickr01,2024,ALDS2,KCA,AL,0,1,2,0,0,0,0,9,3,1,1,2,3,0.273,3,0,0,0,0,13,0,1,0,0,1
buchhcl01,2016,ALDS2,BOS,AL,0,1,1,1,0,0,0,12,6,2,0,1,4,0.353,4.5,0,0,0,0,19,0,2,1,0,0
buehlwa01,2018,NLCS,LAN,NL,0,1,2,2,0,0,0,35,12,5,2,1,15,0.261,3.86,0,1,0,0,47,0,5,0,0,1
buehlwa01,2018,NLDS2,LAN,NL,0,0,1,1,0,0,0,15,2,5,1,3,7,0.118,9,1,0,0,0,20,0,5,0,0,0
buehlwa01,2018,WS,LAN,NL,0,0,1,1,0,0,0,21,2,0,0,0,7,0.095,0,0,0,0,0,22,0,0,1,0,0
buehlwa01,2019,NLDS1,LAN,NL,1,0,2,2,0,0,0,38,5,1,0,6,15,0.119,0.71,0,0,1,0,49,0,1,0,0,1
buehlwa01,2020,NLCS,LAN,NL,1,0,2,2,0,0,0,33,10,1,1,5,13,0.233,0.82,0,1,0,0,48,0,1,0,0,0
buehlwa01,2020,NLDS1,LAN,NL,0,0,1,1,0,0,0,12,2,1,0,4,8,0.143,2.25,0,0,0,0,18,0,1,0,0,0
buehlwa01,2020,NLWC1,LAN,NL,0,0,1,1,0,0,0,12,3,2,1,2,8,0.2,4.5,0,0,0,0,17,0,2,0,0,0
buehlwa01,2020,WS,LAN,NL,1,0,1,1,0,0,0,18,3,1,0,1,10,0.15,1.5,0,0,0,0,21,0,1,0,0,1
buehlwa01,2021,NLCS,LAN,NL,0,1,2,2,0,0,0,23,13,6,1,6,9,0.382,7.04,0,0,0,0,40,0,8,0,0,2
buehlwa01,2021,NLDS2,LAN,NL,0,1,2,2,0,0,0,32,9,4,2,3,9,0.225,3.38,0,0,0,0,43,0,4,0,0,1
buehlwa01,2024,WS,LAN,NL,1,0,2,1,0,0,1,18,2,0,0,2,7,0.105,0,0,0,0,0,21,1,0,0,0,0
buehlwa01,2024,NLCS,LAN,NL,0,0,1,1,0,0,0,12,3,0,0,2,6,0.2,0,0,0,1,0,18,0,0,0,0,0
buehlwa01,2024,NLDS2,LAN,NL,0,1,1,1,0,0,0,15,7,6,1,1,0,0.318,10.8,1,1,0,0,24,0,6,0,1,1
bumgama01,2016,NLDS1,SFN,NL,0,0,1,1,0,0,0,15,7,3,1,1,4,0.318,5.4,0,0,1,0,24,0,3,0,0,0
bumgama01,2016,NLWC,SFN,NL,1,0,1,1,1,1,0,27,4,0,0,2,6,0.133,0,1,0,0,0,32,0,0,0,0,1
bummeaa01,2020,ALWC4,CHA,AL,0,0,2,0,0,0,0,4,1,0,0,1,1,0.2,0,0,0,0,0,6,0,0,0,0,0
bummeaa01,2021,ALDS1,CHA,AL,0,1,3,0,0,0,0,10,5,3,0,1,7,0.333,8.1,0,0,0,0,16,0,3,0,0,0
bummeaa01,2024,NLWC2,ATL,NL,0,0,1,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,2
burkebr01,2023,ALDS1,TEX,AL,0,0,1,0,0,0,0,1,1,2,0,1,0,0.5,54,0,0,0,0,3,0,2,0,0,0
burkebr01,2023,WS,TEX,AL,0,0,1,0,0,0,0,1,3,3,0,0,0,0.75,81,0,0,0,0,4,0,3,0,0,0
burneco01,2018,NLCS,MIL,NL,0,0,4,0,0,0,0,15,3,2,0,1,6,0.188,3.6,0,0,1,0,18,1,2,0,0,0
burneco01,2018,NLDS1,MIL,NL,1,0,2,0,0,0,0,12,1,0,0,0,5,0.077,0,0,0,0,0,13,0,0,0,0,0
burneco01,2021,NLDS1,MIL,NL,0,0,1,1,0,0,0,18,2,0,0,3,6,0.111,0,0,1,0,0,21,0,0,0,0,1
burneco01,2023,NLWC1,MIL,NL,0,1,1,1,0,0,0,12,5,4,3,2,5,0.294,9,0,0,0,0,19,0,4,0,0,0
burneco01,2024,ALWC2,BAL,AL,0,1,1,1,0,0,0,24,5,1,0,1,3,0.192,1.13,0,0,0,0,27,0,1,0,0,1
busenal01,2017,ALWC,MIN,AL,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
bushma01,2016,ALDS1,TEX,AL,0,1,2,0,0,0,0,11,1,0,0,2,6,0.083,0,1,0,0,0,14,1,1,0,0,0
buttojo01,2024,NLDS1,NYN,NL,0,0,1,0,0,0,0,2,1,0,0,0,0,0.333,0,0,0,1,0,4,0,0,0,0,0
buttojo01,2024,NLCS,NYN,NL,0,0,3,0,0,0,0,12,3,3,0,3,5,0.188,6.75,0,0,0,0,19,2,4,0,0,0
buttojo01,2024,NLWC1,NYN,NL,0,0,2,0,0,0,0,7,2,2,2,0,3,0.222,7.71,0,0,0,0,9,0,2,0,0,0
cabrege01,2019,NLCS,SLN,NL,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
cabrege01,2019,NLDS2,SLN,NL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.25,0,0,0,0,0,4,1,0,0,0,0
cabrege01,2020,NLWC2,SLN,NL,0,0,2,0,0,0,0,3,1,2,0,3,1,0.5,18,0,0,1,0,7,0,2,0,1,0
cabrege01,2023,ALWC2,TOR,AL,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
cahiltr01,2015,NLCS,CHN,NL,0,1,3,0,0,0,0,8,3,1,0,0,2,0.273,3.38,0,1,0,0,12,1,1,1,0,0
cahiltr01,2015,NLDS1,CHN,NL,1,0,3,0,0,0,0,8,4,1,0,0,6,0.333,3.38,0,0,0,0,12,0,1,0,0,0
canoye01,2023,ALDS1,BAL,AL,0,0,2,0,0,0,0,4,2,1,0,1,0,0.333,6.75,0,0,0,0,7,2,1,0,0,0
canoye01,2024,ALWC2,BAL,AL,0,0,1,0,0,0,0,4,2,0,0,1,1,0.4,0,0,0,0,0,6,0,0,0,0,0
cantijo01,2024,ALCS,CLE,AL,0,0,2,0,0,0,0,4,0,1,0,4,2,0,6.75,0,4,0,0,7,0,1,0,0,1
cantijo01,2024,ALDS1,CLE,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0
carraca01,2017,ALDS1,CLE,AL,0,0,1,1,0,0,0,17,3,0,0,3,7,0.167,0,0,0,1,0,22,0,0,0,0,2
carraca01,2018,ALDS2,CLE,AL,0,1,1,1,0,0,0,16,6,2,0,1,3,0.3,3.38,0,0,0,0,22,0,2,1,0,1
carraca01,2020,ALWC2,CLE,AL,0,0,1,1,0,0,0,9,2,4,1,3,6,0.182,12,0,0,0,0,14,0,4,0,0,0
caspabe01,2024,WS,LAN,NL,0,0,1,1,0,0,0,6,1,1,0,3,1,0.143,4.5,0,0,0,0,10,0,1,0,0,0
caspabe01,2024,NLCS,LAN,NL,1,0,3,0,0,0,0,13,2,0,0,2,4,0.133,0,0,0,0,0,17,2,0,0,0,0
castidi01,2019,ALDS1,TBA,AL,0,0,3,1,0,0,0,11,3,0,0,2,5,0.231,0,0,0,0,0,15,0,0,0,0,1
castidi01,2019,ALWC,TBA,AL,0,0,1,0,0,0,0,6,2,0,0,0,3,0.25,0,0,0,0,0,8,0,0,0,0,0
castidi01,2020,ALCS,TBA,AL,0,0,3,0,0,0,2,11,4,1,0,3,3,0.333,2.45,0,0,0,0,16,2,2,1,0,2
castidi01,2020,ALDS1,TBA,AL,1,0,3,0,0,0,0,12,1,0,0,2,6,0.077,0,0,0,0,0,15,2,0,0,0,0
castidi01,2020,ALWC1,TBA,AL,0,0,1,0,0,0,0,2,1,0,0,0,1,0.333,0,0,0,1,0,4,0,0,0,0,0
castidi01,2020,WS,TBA,AL,0,0,3,0,0,0,1,8,1,1,0,2,2,0.111,3.38,0,0,0,0,11,1,1,0,0,0
castidi01,2022,ALDS2,SEA,AL,0,0,2,0,0,0,0,4,2,0,0,0,0,0.5,0,0,0,1,0,6,0,0,1,0,1
castidi01,2022,ALWC2,SEA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
castilu02,2020,NLWC4,CIN,NL,0,1,1,1,0,0,0,16,6,1,0,1,7,0.273,1.69,1,0,0,0,23,0,1,0,0,0
castilu02,2022,ALDS2,SEA,AL,0,1,1,1,0,0,0,21,5,3,2,0,7,0.192,3.86,0,0,0,0,26,0,3,0,0,0
castilu02,2022,ALWC2,SEA,AL,1,0,1,1,0,0,0,22,6,0,0,0,5,0.222,0,0,0,1,0,28,0,0,0,0,1
castrke01,2021,NLDS2,SFN,NL,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0
castrmi01,2022,ALCS,NYA,AL,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,0,0
castrmi01,2023,NLCS,ARI,NL,0,0,3,0,0,0,0,10,2,1,0,1,3,0.167,2.7,1,0,0,0,13,0,1,0,0,0
