playerID,awardID,yearID,lgID,tie,notes
seageco01,Player of the Week,2019,NL,,Week of 2019-09-21
semiema01,All-MLB Team - Second Team,2019,ML,,SS
semiema01,All-MLB Team - Second Team,2019,ML,,SS
semiema01,Player of the Week,2019,AL,,Week of 2019-06-08
semiema01,TSN All-Star,2019,AL,,SS
solerjo01,Player of the Week,2019,AL,,Week of 2019-08-10
sorokmi01,All-MLB Team - Second Team,2019,ML,,SP
sorokmi01,All-MLB Team - Second Team,2019,ML,,SP
sotoju01,All-MLB Team - Second Team,2019,ML,,OF
sotoju01,All-MLB Team - Second Team,2019,ML,,OF
sotoju01,Babe Ruth Award,2019,ML,Y,
springe01,Player of the Week,2019,AL,Y,Week of 2019-05-11
springe01,Silver Slugger,2019,AL,,OF
springe01,TSN All-Star,2019,AL,,OF
storytr01,Player of the Week,2019,NL,,Week of 2019-06-01
storytr01,Silver Slugger,2019,NL,,SS
storytr01,TSN All-Star,2019,NL,,SS
strasst01,All-MLB Team - First Team,2019,ML,,SP
strasst01,All-MLB Team - First Team,2019,ML,,SP
strasst01,Babe Ruth Award,2019,ML,Y,
strasst01,Pitcher of the Month,2019,NL,,July
strasst01,World Series MVP,2019,ML,,
suareeu01,Player of the Month,2019,NL,,September
suterbr01,Reliever of the Month,2019,NL,,September
syndeno01,Player of the Week,2019,NL,,Week of 2019-08-03
syndeno01,Player of the Week,2019,NL,,Week of 2019-05-04
troutmi01,All-MLB Team - First Team,2019,ML,,OF
troutmi01,All-MLB Team - First Team,2019,ML,,OF
troutmi01,Hank Aaron Award,2019,AL,,
troutmi01,MLB Players Choice Outstanding Player,2019,AL,,
troutmi01,MLB Players Choice Player of the Year,2019,ML,,
troutmi01,Most Valuable Player,2019,AL,,
troutmi01,Player of the Week,2019,AL,,Week of 2019-06-22
troutmi01,Player of the Week,2019,AL,,Week of 2019-04-06
troutmi01,Silver Slugger,2019,AL,,OF
troutmi01,TSN All-Star,2019,AL,,OF
troutmi01,TSN Major League Player of the Year,2019,ML,,
vazquch01,TSN All-Star,2019,AL,,C
verlaju01,All-MLB Team - First Team,2019,ML,,SP
verlaju01,All-MLB Team - First Team,2019,ML,,SP
verlaju01,Cy Young Award,2019,AL,,
verlaju01,MLB Players Choice Outstanding Pitcher,2019,AL,,
verlaju01,Player of the Week,2019,AL,,Week of 2019-08-31
voitlu01,Player of the Week,2019,AL,,Week of 2019-04-27
wongko01,Gold Glove,2019,NL,,2B
workmbr01,Reliever of the Month,2019,AL,,September
yateski01,All-MLB Team - First Team,2019,ML,,RP
yateski01,All-MLB Team - First Team,2019,ML,,RP
yateski01,Reliever of the Month,2019,NL,,March–April
yateski01,TSN All-Star,2019,NL,,RP
yateski01,TSN Reliever of the Year,2019,NL,,
yelicch01,All-MLB Team - First Team,2019,ML,,OF
yelicch01,All-MLB Team - First Team,2019,ML,,OF
yelicch01,Hank Aaron Award,2019,NL,,
yelicch01,Player of the Week,2019,NL,,Week of 2019-04-20
yelicch01,Player of the Week,2019,NL,,Week of 2019-03-30
yelicch01,Silver Slugger,2019,NL,,OF
yelicch01,TSN All-Star,2019,NL,,OF
abreujo02,All-MLB Team - Second Team,2020,ML,,1B
abreujo02,All-MLB Team - Second Team,2020,ML,,1B
abreujo02,Hank Aaron Award,2020,AL,,
abreujo02,MLB Players Choice Outstanding Player,2020,AL,,
abreujo02,Most Valuable Player,2020,AL,,
abreujo02,Player of the Month,2020,AL,,August
abreujo02,Player of the Week,2020,AL,,Week of 2020-08-22
abreujo02,Silver Slugger,2020,AL,,1B
abreujo02,TSN All-Star,2020,AL,,1B
abreujo02,TSN Major League Player of the Year,2020,ML,,
acunaro01,All-MLB Team - Second Team,2020,ML,,OF
acunaro01,All-MLB Team - Second Team,2020,ML,,OF
acunaro01,Silver Slugger,2020,NL,,OF
acunaro01,TSN All-Star,2020,NL,,OF
anderni01,All-MLB Team - First Team,2020,ML,,RP
anderni01,All-MLB Team - First Team,2020,ML,,RP
anderti01,SIlver Slugger,2020,AL,,SS
anderti01,TSN All-Star,2020,AL,,SS
arenano01,Gold Glove,2020,NL,,3B
arenano01,Platinum Glove,2020,NL,,
arozara01,ALCS MVP,2020,AL,,
arozara01,Babe Ruth Award,2020,ML,,
baezja01,Gold Glove,2020,NL,,SS
bardda01,MLB Players Choice Comeback Player,2020,NL,,
bardda01,TSN Comeback Player of the Year,2020,NL,,
barnhtu01,Gold Glove,2020,NL,,C
bassich01,Pitcher of the Month,2020,AL,,September
bauertr01,All-MLB Team - First Team,2020,ML,,SP
bauertr01,All-MLB Team - First Team,2020,ML,,SP
bauertr01,Cy Young Award,2020,NL,,
bauertr01,MLB Players Choice Outstanding Pitcher,2020,NL,,
bauertr01,Pitcher of the Month,2020,NL,,September
bettsmo01,All-MLB Team - First Team,2020,ML,,OF
bettsmo01,All-MLB Team - First Team,2020,ML,,OF
bettsmo01,Gold Glove,2020,NL,,RF
bettsmo01,Silver Slugger,2020,NL,,OF
bettsmo01,TSN All-Star,2020,NL,,OF
biebesh01,All-MLB Team - First Team,2020,ML,,SP
biebesh01,All-MLB Team - First Team,2020,ML,,SP
biebesh01,Cy Young Award,2020,AL,,
biebesh01,MLB Players Choice Outstanding Pitcher,2020,AL,,
biebesh01,Pitcher of the Month,2020,AL,,August
biebesh01,Pitching Triple Crown,2020,AL,,
biebesh01,TSN All-Star,2020,AL,,SP
biebesh01,TSN Pitcher of the Year,2020,AL,,
calhoko01,Player of the Week,2020,NL,,Week of 2020-09-19
candeje01,Player of the Week,2020,AL,,Week of 2020-09-12
cannigr01,Gold Glove,2020,AL,,P
carraca01,MLB Players Choice Comeback Player,2020,AL,,
carraca01,TSN Comeback Player of the Year,2020,AL,,
casteni01,Player of the Week,2020,NL,,Week of 2020-08-01
colege01,All-MLB Team - Second Team,2020,ML,,SP
colege01,All-MLB Team - Second Team,2020,ML,,SP
confomi01,All-MLB Team - Second Team,2020,ML,,OF
confomi01,All-MLB Team - Second Team,2020,ML,,OF
crawfjp01,Gold Glove,2020,AL,,SS
croneja01,MLB Players Choice Outstanding Rookie,2020,NL,,
croneja01,Rookie of the Month,2020,NL,,July/August
croneja01,TSN Rookie of the Year,2020,NL,,
cruzne02,All-MLB Team - Second Team,2020,ML,,DH
cruzne02,All-MLB Team - Second Team,2020,ML,,DH
cruzne02,MLB Players Choice Man of the Year,2020,ML,,
cruzne02,Player of the Week,2020,AL,,Week of 2020-07-25
cruzne02,Silver Slugger,2020,AL,,DH
cruzne02,TSN All-Star,2020,AL,,DH
darnatr01,Silver Slugger,2020,NL,,C
darviyu01,All-MLB Team - First Team,2020,ML,,SP
darviyu01,All-MLB Team - First Team,2020,ML,,SP
darviyu01,Pitcher of the Month,2020,NL,,August
dawsoan01,MLB Players Curt Flood Award,2020,ML,,
degroja01,All-MLB Team - First Team,2020,ML,,SP
degroja01,All-MLB Team - First Team,2020,ML,,SP
degroja01,TSN All-Star,2020,NL,,SP
degroja01,TSN Pitcher of the Year,2020,NL,,
freemfr01,All-MLB Team - First Team,2020,ML,,1B
freemfr01,All-MLB Team - First Team,2020,ML,,1B
freemfr01,Hank Aaron Award,2020,NL,,
freemfr01,MLB Players Choice Outstanding Player,2020,NL,,
freemfr01,MLB Players Choice Player of the Year,2020,ML,,
freemfr01,Most Valuable Player,2020,NL,,
freemfr01,Player of the Month,2020,NL,,September
freemfr01,Silver Slugger,2020,NL,,1B
freemfr01,TSN All-Star,2020,NL,,1B
friedma01,All-MLB Team - First Team,2020,ML,,SP
friedma01,All-MLB Team - First Team,2020,ML,,SP
friedma01,Gold Glove,2020,NL,,P
gallojo01,Gold Glove,2020,AL,,RF
giolilu01,Player of the Week,2020,AL,,Week of 2020-08-29
gordoal01,Gold Glove,2020,AL,,CF
gordoal01,Platinum Glove,2020,AL,,
grishtr01,Gold Glove,2020,NL,,CF
gurrilo01,Player of the Week,2020,AL,,Week of 2020-09-05
handbr01,All-MLB Team - Second Team,2020,ML,,RP
handbr01,All-MLB Team - Second Team,2020,ML,,RP
hayeske01,Rookie of the Month,2020,NL,,September
hendrky01,Player of the Week,2020,NL,,Week of 2020-07-25
hendrli01,All-MLB Team - First Team,2020,ML,,RP
hendrli01,All-MLB Team - First Team,2020,ML,,RP
hendrli01,Reliever of the Month,2020,AL,,July–August
hendrli01,Reliever of the Year Award,2020,AL,,
hendrli01,TSN All-Star,2020,AL,,RP
hendrli01,TSN Reliever of the Year,2020,AL,,
hernace02,Gold Glove,2020,AL,,2B
hernate01,Silver Slugger,2020,AL,,OF
hernate01,TSN All-Star,2020,AL,,OF
janseke01,Reliever of the Month,2020,NL,,July–August
jimenel02,Silver Slugger,2020,AL,,OF
judgeaa01,Player of the Week,2020,AL,,Week of 2020-08-01
kershcl01,All-MLB Team - Second Team,2020,ML,,SP
kershcl01,All-MLB Team - Second Team,2020,ML,,SP
kineris01,Gold Glove,2020,AL,,3B
lametdi01,All-MLB Team - Second Team,2020,ML,,SP
lametdi01,All-MLB Team - Second Team,2020,ML,,SP
lemahdj01,All-MLB Team - First Team,2020,ML,,2B
lemahdj01,All-MLB Team - First Team,2020,ML,,2B
lemahdj01,Player of the Week,2020,AL,,Week of 2020-09-19
lemahdj01,Silver Slugger,2020,AL,,2B
lemahdj01,TSN All-Star,2020,AL,,2B
lewisky01,MLB Players Choice Outstanding Rookie,2020,AL,,
lewisky01,Rookie of the Year,2020,AL,,
lewisky01,TSN Rookie of the Year,2020,AL,,
lowebr01,All-MLB Team - Second Team,2020,ML,,2B
lowebr01,All-MLB Team - Second Team,2020,ML,,2B
lowebr01,Player of the Week,2020,AL,,Week of 2020-08-15
machama01,All-MLB Team - First Team,2020,ML,,3B
machama01,All-MLB Team - First Team,2020,ML,,3B
machama01,Player of the Week,2020,NL,,Week of 2020-08-22
machama01,Player of the Week,2020,NL,,Week of 2020-08-29
machama01,Silver Slugger,2020,NL,,3B
machama01,TSN All-Star,2020,NL,,3B
maedake01,All-MLB Team - Second Team,2020,ML,,SP
maedake01,All-MLB Team - Second Team,2020,ML,,SP
mayermi01,Reliever of the Month,2020,AL,,September
millsal02,Player of the Week,2020,NL,,Week of 2020-09-12
mondera02,Player of the Week,2020,AL,,Week of 2020-09-26
montafr01,Player of the Week,2020,AL,,Week of 2020-08-08
oneilty01,Gold Glove,2020,NL,,LF
ozunama01,All-MLB Team - First Team,2020,ML,,DH
ozunama01,All-MLB Team - First Team,2020,ML,,DH
ozunama01,Outstanding DH Award,2020,,,
ozunama01,Player of the Week,2020,NL,,Week of 2020-09-26
ozunama01,Player of the Week,2020,NL,,Week of 2020-09-05
ozunama01,Silver Slugger,2020,NL,,DH
ozunama01,TSN All-Star,2020,NL,,DH
perezro02,Gold Glove,2020,AL,,C
perezsa02,All-MLB Team - First Team,2020,ML,,C
perezsa02,All-MLB Team - First Team,2020,ML,,C
perezsa02,Silver Slugger,2020,AL,,C
perezsa02,TSN All-Star,2020,AL,,C
piscost01,Lou Gehrig Memorial Award,2020,ML,,
ramirjo01,All-MLB Team - Second Team,2020,ML,,3B
ramirjo01,All-MLB Team - Second Team,2020,ML,,3B
ramirjo01,Player of the Month,2020,AL,,September
ramirjo01,Silver Slugger,2020,AL,,3B
ramirjo01,TSN All-Star,2020,AL,,3B
realmjt01,All-MLB Team - Second Team,2020,ML,,C
realmjt01,All-MLB Team - Second Team,2020,ML,,C
realmjt01,TSN All-Star,2020,NL,,C
rizzoan01,Gold Glove,2020,NL,,1B
roberlu01,Gold Glove,2020,AL,,LF
roberlu01,Rookie of the Month,2020,AL,,July/August
robinbr01,Bob Feller Act of Valor Award - HOF Player,2020,ML,,
ryuhy01,All-MLB Team - Second Team,2020,ML,,SP
ryuhy01,All-MLB Team - Second Team,2020,ML,,SP
seageco01,All-MLB Team - Second Team,2020,ML,,SS
seageco01,All-MLB Team - Second Team,2020,ML,,SS
seageco01,NLCS MVP,2020,NL,,
seageco01,World Series MVP,2020,ML,,
solando01,Silver Slugger,2020,NL,,2B
solando01,TSN All-Star,2020,NL,,2B
sotoju01,All-MLB Team - First Team,2020,ML,,OF
sotoju01,All-MLB Team - First Team,2020,ML,,OF
sotoju01,Player of the Week,2020,NL,,Week of 2020-08-15
sotoju01,Silver Slugger,2020,NL,,OF
sotoju01,TSN All-Star,2020,NL,,OF
springe01,TSN All-Star,2020,AL,,OF
stammcr01,Bob Feller Act of Valor Award - MLB Player,2020,ML,,
tatisfe02,All-MLB Team - First Team,2020,ML,,SS
tatisfe02,All-MLB Team - First Team,2020,ML,,SS
tatisfe02,Player of the Month,2020,NL,,August
tatisfe02,Player of the Week,2020,NL,,Week of 2020-08-08
tatisfe02,Silver Slugger,2020,NL,,SS
tatisfe02,TSN All-Star,2020,NL,,SS
troutmi01,All-MLB Team - First Team,2020,ML,,OF
troutmi01,All-MLB Team - First Team,2020,ML,,OF
troutmi01,Silver Slugger,2020,AL,,OF
troutmi01,TSN All-Star,2020,AL,,OF
wainwad01,Roberto Clemente Award,2020,ML,,
walshja01,Rookie of the Month,2020,AL,,September
whiteev01,Gold Glove,2020,AL,,1B
willide03,All-MLB Team - Second Team,2020,ML,,RP
willide03,All-MLB Team - Second Team,2020,ML,,RP
willide03,Reliever of the Month,2020,NL,,September
willide03,Reliever of the Year Award,2020,NL,,
willide03,Rookie of the Year,2020,NL,,
willide03,TSN All-Star,2020,NL,,RP
willide03,TSN Reliever of the Year,2020,NL,,
wongko01,Gold Glove,2020,NL,,2B
yastrmi01,All-MLB Team - Second Team,2020,ML,,OF
yastrmi01,All-MLB Team - Second Team,2020,ML,,OF
abreujo02,Player of the Month,2021,AL,,August
abreujo02,Player of the Week,2021,AL,,Week of 2021-05-29
acunaro01,Player of the Month,2021,NL,,April
acunaro01,Player of the Week,2021,NL,,Week of 2021-04-17
adamewi01,Player of the Week,2021,NL,,Week of 2021-07-17
albieoz01,All-MLB Team - Second Team,2021,ML,,2B
albieoz01,All-MLB Team - Second Team,2021,ML,,2B
albieoz01,Player of the Week,2021,NL,,Week of 2021-07-03
albieoz01,Silver Slugger,2021,NL,,2B
albieoz01,TSN All-Star,2021,NL,,2B
alvaryo01,ALCS MVP,2021,AL,,
alvaryo01,All-MLB Team - Second Team,2021,ML,,DH
alvaryo01,All-MLB Team - Second Team,2021,ML,,DH
arenano01,Gold Glove,2021,NL,,3B
arenano01,Platinum Glove,2021,NL,,
arozara01,Rookie of the Year,2021,AL,,
baderha01,Gold Glove,2021,NL,,RF
baderha01,Player of the Week,2021,NL,,Week of 2021-09-25
barnema01,Reliever of the Month,2021,AL,,April
belanma01,MLB Players Curt Flood Award,2021,ML,,
beninan01,Gold Glove,2021,AL,,RF
beninan01,Player of the Week,2021,AL,,Week of 2021-09-11
bogaexa01,SIlver Slugger,2021,AL,,SS
bryankr01,Player of the Week,2021,NL,,Week of 2021-05-01
buehlwa01,All-MLB Team - First Team,2021,ML,,SP
buehlwa01,All-MLB Team - First Team,2021,ML,,SP
buehlwa01,Pitcher of the Month,2021,NL,,July
bumgama01,Player of the Week,2021,NL,Y,Week of 2021-04-24
burneco01,All-MLB Team - First Team,2021,ML,,SP
burneco01,All-MLB Team - First Team,2021,ML,,SP
burneco01,Cy Young Award,2021,NL,,
buxtoby01,Player of the Month,2021,AL,,April
casteni01,All-MLB Team - Second Team,2021,ML,,OF
casteni01,All-MLB Team - Second Team,2021,ML,,OF
casteni01,Silver Slugger,2021,NL,,OF
chapmma01,Gold Glove,2021,AL,,3B
claseem01,Reliever of the Month,2021,AL,,August
colege01,All-MLB Team - First Team,2021,ML,,SP
colege01,All-MLB Team - First Team,2021,ML,,SP
colege01,Pitcher of the Month,2021,AL,,April
colege01,TSN All-Star,2021,AL,,SP
colege01,TSN Pitcher of the Year,2021,AL,,
correca01,Gold Glove,2021,AL,,SS
correca01,Platinum Glove,2021,AL,,
correca01,TSN All-Star,2021,AL,,SS
crawfbr01,Gold Glove,2021,NL,,SS
croncj01,Player of the Month,2021,NL,,August
croncj01,Player of the Week,2021,NL,,Week of 2021-08-07
croneja01,Player of the Week,2021,NL,,Week of 2021-06-26
cruzne02,Roberto Clemente Award,2021,ML,,
dalbebo01,Rookie of the Month,2021,AL,,August
degroja01,Pitcher of the Month,2021,NL,,April
degroja01,Pitcher of the Month,2021,NL,,June
deverra01,All-MLB Team - Second Team,2021,ML,,3B
deverra01,All-MLB Team - Second Team,2021,ML,,3B
deverra01,Silver Slugger,2021,AL,,3B
dovalca01,Reliever of the Month,2021,NL,,September
duvalad01,Gold Glove,2021,NL,,CF
edmanto01,Gold Glove,2021,NL,,2B
edmanto01,Player of the Week,2021,NL,,Week of 2021-08-28
fletcda02,Player of the Week,2021,AL,Y,Week of 2021-07-10
freemfr01,All-MLB Team - Second Team,2021,ML,,1B
freemfr01,All-MLB Team - Second Team,2021,ML,,1B
freemfr01,Babe Ruth Award,2021,ML,,
freemfr01,Silver Slugger,2021,NL,,1B
freemfr01,TSN All-Star,2021,NL,,1B
friedma01,All-MLB Team - Second Team,2021,ML,,SP
friedma01,All-MLB Team - Second Team,2021,ML,,SP
friedma01,Gold Glove,2021,NL,,P
friedma01,Pitcher of the Month,2021,NL,,October
friedma01,Silver Slugger,2021,NL,,P
fuentjo01,Player of the Week,2021,NL,,Week of 2021-05-15
gallojo01,Gold Glove,2021,AL,,CF
garciad02,Player of the Week,2021,AL,,Week of 2021-04-24
garciad02,Rookie of the Month,2021,AL,,May
garciad02,TSN Rookie of the Year,2021,AL,,
gausmke01,All-MLB Team - Second Team,2021,ML,,SP
gausmke01,All-MLB Team - Second Team,2021,ML,,SP
gausmke01,Pitcher of the Month,2021,NL,,May
gilbety01,Player of the Week,2021,NL,,Week of 2021-08-14
goldspa01,Gold Glove,2021,NL,,1B
gourryu01,Gold Glove,2021,AL,,1B
guerrvl02,All-MLB Team - First Team,2021,ML,,1B
guerrvl02,All-MLB Team - First Team,2021,ML,,1B
guerrvl02,All-Star Game MVP,2021,AL,,
guerrvl02,Hank Aaron Award,2021,AL,,
guerrvl02,Player of the Week,2021,AL,,Week of 2021-06-26
guerrvl02,Silver Slugger,2021,AL,,1B
guerrvl02,TSN All-Star,2021,AL,,1B
haaseer01,Rookie of the Month,2021,AL,,July
haderjo01,All-MLB Team - First Team,2021,ML,,RP
haderjo01,All-MLB Team - First Team,2021,ML,,RP
haderjo01,Reliever of the Month,2021,NL,,June
haderjo01,Reliever of the Year Award,2021,NL,,
haderjo01,TSN All-Star,2021,NL,,RP
haderjo01,TSN Reliever of the Year,2021,NL,,
hanigmi01,Player of the Week,2021,AL,,Week of 2021-07-17
harpebr03,All-MLB Team - First Team,2021,ML,,OF
harpebr03,All-MLB Team - First Team,2021,ML,,OF
harpebr03,Hank Aaron Award,2021,NL,,
harpebr03,MLB Players Choice Outstanding Player,2021,NL,,
harpebr03,Most Valuable Player,2021,NL,,
harpebr03,Silver Slugger,2021,NL,,OF
harpebr03,TSN All-Star,2021,NL,,OF
hendrli01,All-MLB Team - First Team,2021,ML,,RP
hendrli01,All-MLB Team - First Team,2021,ML,,RP
hendrli01,Reliever of the Month,2021,AL,,September
hendrli01,Reliever of the Month,2021,AL,,May
hendrli01,Reliever of the Year Award,2021,AL,,
hendrli01,TSN All-Star,2021,AL,,RP
hendrli01,TSN Reliever of the Year,2021,AL,,
hernaen02,Player of the Week,2021,AL,,Week of 2021-07-24
hernate01,All-MLB Team - Second Team,2021,ML,,OF
hernate01,All-MLB Team - Second Team,2021,ML,,OF
hernate01,Player of the Week,2021,AL,,Week of 2021-08-14
hernate01,Silver Slugger,2021,AL,,OF
hillri01,Pitcher of the Month,2021,AL,,May
hosmeer01,Player of the Week,2021,NL,,Week of 2021-04-03
iglesra01,All-MLB Team - Second Team,2021,ML,,RP
iglesra01,All-MLB Team - Second Team,2021,ML,,RP
iglesra01,Reliever of the Month,2021,AL,,July
indiajo01,MLB Players Choice Outstanding Rookie,2021,NL,,
indiajo01,Rookie of the Month,2021,NL,,July
indiajo01,Rookie of the Year,2021,NL,,
indiajo01,TSN Rookie of the Year,2021,NL,,
janseke01,All-MLB Team - Second Team,2021,ML,,RP
janseke01,All-MLB Team - Second Team,2021,ML,,RP
jaxgr01,Bob Feller Act of Valor Award - MLB Player,2021,ML,,
judgeaa01,All-MLB Team - First Team,2021,ML,,OF
judgeaa01,All-MLB Team - First Team,2021,ML,,OF
judgeaa01,Player of the Week,2021,AL,,Week of 2021-05-15
judgeaa01,Silver Slugger,2021,AL,,OF
judgeaa01,TSN All-Star,2021,AL,,OF
keuchda01,Gold Glove,2021,AL,,P
klubeco01,Player of the Week,2021,AL,Y,Week of 2021-05-22
klubeco01,Player of the Week,2021,AL,,Week of 2021-05-01
machama01,TSN All-Star,2021,NL,,3B
manaese01,Pitcher of the Month,2021,AL,,June
mancitr01,Comeback Player of the Year,2021,AL,,
mancitr01,MLB Players Choice Comeback Player,2021,AL,,
mancitr01,TSN Comeback Player of the Year,2021,AL,,
manoaal01,Rookie of the Month,2021,AL,,September
martest01,Player of the Week,2021,NL,,Week of 2021-06-12
martijd02,Player of the Week,2021,AL,,Week of 2021-04-10
mcgeeja01,Reliever of the Month,2021,NL,,July
meansjo01,Player of the Week,2021,AL,,Week of 2021-05-08
melanma01,Reliever of the Month,2021,NL,,April
merceye01,Player of the Week,2021,AL,,Week of 2021-04-03
merceye01,Rookie of the Month,2021,AL,,April
mileywa01,Player of the Week,2021,NL,,Week of 2021-05-08
montafr01,Pitcher of the Month,2021,AL,,October
mountry01,MLB Players Choice Outstanding Rookie,2021,AL,,
mountry01,Player of the Week,2021,AL,,Week of 2021-06-05
mountry01,Rookie of the Month,2021,AL,,June
mullice01,Silver Slugger,2021,AL,,OF
mullice01,TSN All-Star,2021,AL,,OF
murphse01,Gold Glove,2021,AL,,C
musgrjo01,Player of the Week,2021,NL,,Week of 2021-04-10
naquity01,Player of the Week,2021,NL,,Week of 2021-08-21
ohtansh01,All-MLB Team - First Team,2021,ML,,DH
ohtansh01,All-MLB Team - First Team,2021,ML,,DH
ohtansh01,All-MLB Team - Second Team,2021,ML,,SP
ohtansh01,All-MLB Team - Second Team,2021,ML,,SP
ohtansh01,MLB Players Choice Outstanding Player,2021,AL,,
ohtansh01,MLB Players Choice Player of the Year,2021,ML,,
ohtansh01,Most Valuable Player,2021,AL,,
ohtansh01,Outstanding DH Award,2021,,,
ohtansh01,Player of the Month,2021,AL,,July
ohtansh01,Player of the Month,2021,AL,,June
ohtansh01,Player of the Week,2021,AL,,Week of 2021-07-03
ohtansh01,Player of the Week,2021,AL,,Week of 2021-06-19
ohtansh01,Silver Slugger,2021,AL,,DH
ohtansh01,TSN All-Star,2021,AL,,DH
ohtansh01,TSN Major League Player of the Year,2021,ML,,
oneilty01,Gold Glove,2021,NL,,LF
oneilty01,Player of the Month,2021,NL,,October
oneilty01,Player of the Week,2021,NL,,Week of 2021-09-18
perezsa02,All-MLB Team - First Team,2021,ML,,C
perezsa02,All-MLB Team - First Team,2021,ML,,C
perezsa02,Lou Gehrig Memorial Award,2021,ML,,
perezsa02,Player of the Week,2021,AL,,Week of 2021-08-28
perezsa02,Silver Slugger,2021,AL,,C
perezsa02,TSN All-Star,2021,AL,,C
polloaj01,Player of the Week,2021,AL,Y,Week of 2021-07-10
polloaj01,Player of the Week,2021,NL,,Week of 2021-07-10
poseybu01,All-MLB Team - Second Team,2021,ML,,C
poseybu01,All-MLB Team - Second Team,2021,ML,,C
poseybu01,Comeback Player of the Year,2021,NL,,
poseybu01,MLB Players Choice Comeback Player,2021,NL,,
poseybu01,Silver Slugger,2021,NL,,C
poseybu01,TSN Comeback Player of the Year,2021,NL,,
ramirjo01,Player of the Week,2021,AL,,Week of 2021-09-18
ramirjo01,TSN All-Star,2021,AL,,3B
rayro02,All-MLB Team - First Team,2021,ML,,SP
rayro02,All-MLB Team - First Team,2021,ML,,SP
rayro02,Cy Young Award,2021,AL,,
rayro02,MLB Players Choice Outstanding Pitcher,2021,AL,,
rayro02,Pitcher of the Month,2021,AL,,August
rayro02,Player of the Week,2021,AL,,Week of 2021-09-04
realmjt01,TSN All-Star,2021,NL,,C
reynobr01,TSN All-Star,2021,NL,,OF
rileyau01,All-MLB Team - First Team,2021,ML,,3B
rileyau01,All-MLB Team - First Team,2021,ML,,3B
rileyau01,Player of the Week,2021,NL,,Week of 2021-05-22
rileyau01,Silver Slugger,2021,NL,,3B
rodonca01,Player of the Week,2021,AL,,Week of 2021-04-17
rogertr01,Rookie of the Month,2021,NL,,April
rogertr01,Rookie of the Month,2021,NL,,May
rosared01,NLCS MVP,2021,NL,,
scherma01,All-MLB Team - First Team,2021,ML,,SP
scherma01,All-MLB Team - First Team,2021,ML,,SP
scherma01,MLB Players Choice Outstanding Pitcher,2021,NL,,
scherma01,Player of the Week,2021,NL,,Week of 2021-09-11
scherma01,TSN All-Star,2021,NL,,SP
scherma01,TSN Pitcher of the Year,2021,NL,,
schwaky01,Player of the Month,2021,NL,,June
schwaky01,Player of the Week,2021,NL,,Week of 2021-06-19
schwifr01,Player of the Week,2021,NL,,Week of 2021-09-04
schwifr01,Rookie of the Month,2021,NL,,August
schwifr01,Rookie of the Month,2021,NL,,September
semiema01,All-MLB Team - First Team,2021,ML,,2B
semiema01,All-MLB Team - First Team,2021,ML,,2B
semiema01,Gold Glove,2021,AL,,2B
semiema01,MLB Players Choice Man of the Year,2021,ML,,
semiema01,Player of the Month,2021,AL,,May
semiema01,Silver Slugger,2021,AL,,2B
semiema01,TSN All-Star,2021,AL,,2B
solerjo01,World Series MVP,2021,ML,,
sotoju01,All-MLB Team - First Team,2021,ML,,OF
sotoju01,All-MLB Team - First Team,2021,ML,,OF
sotoju01,Silver Slugger,2021,NL,,OF
sotoju01,TSN All-Star,2021,NL,,OF
springe01,Player of the Week,2021,AL,,Week of 2021-08-07
springe01,Player of the Week,2021,AL,,Week of 2021-07-31
springe01,Player of the Week,2021,AL,,Week of 2021-10-02
stallja01,Gold Glove,2021,NL,,C
stantmi03,Player of the Week,2021,AL,,Week of 2021-09-25
stassma01,Player of the Week,2021,AL,,Week of 2021-06-12
taillja01,Pitcher of the Month,2021,AL,,July
tatisfe02,All-MLB Team - First Team,2021,ML,,SS
tatisfe02,All-MLB Team - First Team,2021,ML,,SS
tatisfe02,Player of the Month,2021,NL,,May
tatisfe02,Player of the Week,2021,NL,Y,Week of 2021-04-24
tatisfe02,Silver Slugger,2021,NL,,SS
tatisfe02,TSN All-Star,2021,NL,,SS
tayloch03,Player of the Week,2021,NL,,Week of 2021-07-24
taylomi02,Gold Glove,2021,AL,,LF
teperry01,Reliever of the Month,2021,NL,,May
torrejo01,Bob Feller Act of Valor Award - HOF Player,2021,ML,,
trivilo01,Reliever of the Month,2021,AL,,June
tuckeky01,All-MLB Team - Second Team,2021,ML,,OF
tuckeky01,All-MLB Team - Second Team,2021,ML,,OF
tuckeky01,Player of the Month,2021,AL,,October
tuckeky01,TSN All-Star,2021,AL,,OF
turnbsp01,Player of the Week,2021,AL,Y,Week of 2021-05-22
turnetr01,All-MLB Team - Second Team,2021,ML,,SS
turnetr01,All-MLB Team - Second Team,2021,ML,,SS
turnetr01,Player of the Week,2021,NL,,Week of 2021-10-02
uriasju01,All-MLB Team - Second Team,2021,ML,,SP
uriasju01,All-MLB Team - Second Team,2021,ML,,SP
voitlu01,Player of the Week,2021,AL,,Week of 2021-08-21
vottojo01,Player of the Month,2021,NL,,July
vottojo01,Player of the Week,2021,NL,,Week of 2021-07-31
wainwad01,Pitcher of the Month,2021,NL,,August
wheelza01,All-MLB Team - Second Team,2021,ML,,SP
wheelza01,All-MLB Team - Second Team,2021,ML,,SP
willide03,Reliever of the Month,2021,NL,,August
wisdopa01,Player of the Week,2021,NL,,Week of 2021-06-05
wisdopa01,Rookie of the Month,2021,NL,,June
