playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
abreujo02,2016,1,CHA,AL,1B,152,152,4067,1243,84,10,131,,,,,
abreujo02,2017,1,CHA,AL,1B,139,138,3591,1135,78,8,130,,,,,
abreujo02,2018,1,CHA,AL,1B,114,114,2999,903,73,8,81,,,,,
abreujo02,2019,1,CHA,AL,1B,125,125,3311,1012,74,8,128,,,,,
abreujo02,2020,1,CHA,AL,1B,54,54,1410,430,27,5,39,,,,,
abreujo02,2021,1,CHA,AL,1B,135,134,3459,980,35,5,93,,,,,
abreujo02,2021,1,CHA,AL,3B,1,0,1,0,0,0,0,,,,,
abreujo02,2022,1,CHA,AL,1B,128,128,3409,954,51,11,96,,,,,
abreujo02,2023,1,HOU,AL,1B,134,134,3552,1017,67,5,106,,,,,
abreujo02,2024,1,HOU,AL,1B,35,31,826,254,19,3,24,,,,,
abreuwi02,2023,1,BOS,AL,OF,27,19,506,40,2,1,1,,,,,
abreuwi02,2024,1,BOS,AL,OF,131,110,2881,222,9,7,2,,,,,
acevedo01,2021,1,OAK,AL,P,10,0,33,1,3,0,0,,,,,
acevedo01,2022,1,OAK,AL,P,70,0,203,3,3,3,0,,,,,
acevedo01,2023,1,OAK,AL,P,9,0,28,0,0,1,0,,,,,
achteaj01,2015,1,MIN,AL,P,11,0,40,1,0,1,0,,,,,
achteaj01,2016,1,LAA,AL,P,27,0,113,2,4,0,0,,,,,
ackledu01,2015,2,NYA,AL,1B,4,3,81,28,2,0,0,,,,,
ackledu01,2015,2,NYA,AL,2B,9,9,189,10,10,1,3,,,,,
ackledu01,2015,2,NYA,AL,OF,4,2,57,3,0,0,0,,,,,
ackledu01,2015,1,SEA,AL,2B,1,1,27,3,4,0,0,,,,,
ackledu01,2015,1,SEA,AL,OF,78,52,1498,99,2,0,1,,,,,
ackledu01,2016,1,NYA,AL,1B,13,10,255,80,7,0,7,,,,,
ackledu01,2016,1,NYA,AL,2B,1,0,3,0,0,0,0,,,,,
ackledu01,2016,1,NYA,AL,OF,9,6,163,9,1,0,1,,,,,
actonga01,2023,1,OAK,AL,P,6,0,17,0,1,0,0,,,,,
acunalu01,2024,1,NYN,NL,2B,1,0,18,0,2,0,0,,,,,
acunalu01,2024,1,NYN,NL,SS,12,10,269,9,33,1,3,,,,,
acunaro01,2018,1,ATL,NL,OF,108,107,2808,184,3,5,0,,,,,
acunaro01,2019,1,ATL,NL,OF,156,154,4092,325,10,3,1,,,,,
acunaro01,2020,1,ATL,NL,OF,46,46,1130,102,0,0,0,,,,,
acunaro01,2021,1,ATL,NL,OF,81,80,2026,134,4,2,0,,,,,
acunaro01,2022,1,ATL,NL,OF,92,88,2379,150,4,4,0,,,,,
acunaro01,2023,1,ATL,NL,OF,156,156,4083,281,10,5,1,,,,,
acunaro01,2024,1,ATL,NL,OF,48,48,1284,98,2,2,0,,,,,
adamecr01,2015,1,COL,NL,2B,2,2,51,4,7,0,1,,,,,
adamecr01,2015,1,COL,NL,SS,13,11,279,15,30,2,8,,,,,
adamecr01,2016,1,COL,NL,2B,11,5,161,15,14,1,3,,,,,
adamecr01,2016,1,COL,NL,3B,11,1,66,1,3,0,1,,,,,
adamecr01,2016,1,COL,NL,SS,47,37,1018,52,121,5,20,,,,,
adamecr01,2017,1,COL,NL,1B,1,0,3,2,0,0,0,,,,,
adamecr01,2017,1,COL,NL,2B,1,0,3,0,0,0,0,,,,,
adamecr01,2017,1,COL,NL,SS,1,1,21,1,1,0,0,,,,,
adamecr01,2019,1,SFN,NL,2B,4,3,78,4,2,0,0,,,,,
adamecr01,2019,1,SFN,NL,3B,3,2,60,3,6,0,2,,,,,
adamewi01,2018,1,TBA,AL,2B,10,8,231,20,31,1,6,,,,,
adamewi01,2018,1,TBA,AL,SS,75,72,1886,72,161,13,38,,,,,
adamewi01,2019,1,TBA,AL,SS,152,145,3944,157,388,17,68,,,,,
adamewi01,2020,1,TBA,AL,SS,53,51,1350,53,131,9,27,,,,,
adamewi01,2021,2,MIL,NL,SS,96,94,2442,110,226,11,40,,,,,
adamewi01,2021,1,TBA,AL,SS,40,37,1008,43,106,4,23,,,,,
adamewi01,2022,1,MIL,NL,SS,136,136,3599,178,334,14,68,,,,,
adamewi01,2023,1,MIL,NL,SS,147,147,3846,159,351,14,58,,,,,
adamewi01,2024,1,MIL,NL,SS,161,161,4219,204,323,20,66,,,,,
adamja01,2018,1,KCA,AL,P,31,0,97,0,2,0,0,,,,,
adamja01,2019,1,TOR,AL,P,23,0,65,3,2,1,1,,,,,
adamja01,2020,1,CHN,NL,P,13,0,41,0,2,1,0,,,,,
adamja01,2021,1,CHN,NL,P,12,0,32,1,0,0,0,,,,,
adamja01,2022,1,TBA,AL,P,67,0,190,1,2,0,0,,,,,
adamja01,2023,1,TBA,AL,P,56,0,163,4,5,0,1,,,,,
adamja01,2024,2,SDN,NL,P,27,0,80,2,0,0,0,,,,,
adamja01,2024,1,TBA,AL,P,47,0,141,2,7,0,1,,,,,
adamsau01,2015,1,CLE,AL,P,28,0,100,0,4,0,0,,,,,
adamsau01,2016,1,CLE,AL,P,19,0,55,0,0,1,0,,,,,
adamsau01,2019,2,DET,AL,P,13,0,42,1,3,0,0,,,,,
adamsau01,2019,1,MIN,AL,P,2,0,8,0,0,0,0,,,,,
adamsau02,2017,1,WAS,NL,P,6,0,15,1,0,0,0,,,,,
adamsau02,2018,1,WAS,NL,P,2,0,3,0,0,0,0,,,,,
adamsau02,2019,2,SEA,AL,P,29,2,93,2,1,1,1,,,,,
adamsau02,2019,1,WAS,NL,P,1,0,3,0,0,0,0,,,,,
adamsau02,2020,1,SDN,NL,P,3,0,12,0,1,0,0,,,,,
adamsau02,2021,1,SDN,NL,P,65,0,158,2,5,0,0,,,,,
adamsau02,2022,1,SDN,NL,P,2,0,7,1,0,0,0,,,,,
adamsau02,2023,1,ARI,NL,P,24,0,52,0,2,0,0,,,,,
adamsau02,2024,1,OAK,AL,P,56,0,124,2,2,0,1,,,,,
adamsch01,2018,1,NYA,AL,P,3,1,23,1,0,0,0,,,,,
adamsch01,2019,1,NYA,AL,P,13,0,76,0,2,0,0,,,,,
adamsch01,2020,1,KCA,AL,P,6,0,26,0,1,0,0,,,,,
adamsjo03,2023,1,LAA,AL,OF,14,10,282,27,0,2,0,,,,,
adamsjo03,2024,1,LAA,AL,OF,11,9,255,23,0,1,0,,,,,
adamsla01,2017,1,ATL,NL,OF,41,13,516,48,1,2,0,,,,,
adamsla01,2018,1,ATL,NL,OF,8,2,88,9,0,0,0,,,,,
adamsma01,2015,1,SLN,NL,1B,46,42,1056,321,32,3,30,,,,,
adamsma01,2016,1,SLN,NL,1B,86,69,1805,617,71,7,62,,,,,
adamsma01,2017,2,ATL,NL,1B,59,56,1506,488,29,5,42,,,,,
adamsma01,2017,2,ATL,NL,OF,13,13,285,18,0,2,0,,,,,
adamsma01,2017,1,SLN,NL,1B,3,2,39,11,3,0,1,,,,,
adamsma01,2017,1,SLN,NL,OF,6,4,103,7,0,0,0,,,,,
adamsma01,2018,2,SLN,NL,1B,15,12,314,92,10,2,12,,,,,
adamsma01,2018,1,WAS,NL,1B,48,44,1133,298,22,1,21,,,,,
adamsma01,2018,1,WAS,NL,OF,16,12,297,21,1,0,0,,,,,
adamsma01,2019,1,WAS,NL,1B,79,71,1831,502,51,5,40,,,,,
adamsma01,2020,1,ATL,NL,1B,2,2,51,15,0,0,2,,,,,
adamsma01,2021,1,COL,NL,1B,7,7,150,35,7,0,3,,,,,
adamsri03,2021,1,TOR,AL,C,11,7,189,67,6,1,0,0,,8,0,
adamsri03,2021,2,WAS,NL,C,23,20,523,159,13,0,0,0,,16,3,
adamsri03,2022,1,WAS,NL,C,44,43,1100,319,15,2,1,1,,32,5,
adamsri03,2022,1,WAS,NL,1B,1,0,27,8,1,0,0,,,,,
adamsri03,2023,1,WAS,NL,C,40,38,1010,293,8,2,1,3,9,32,9,
adamsri03,2024,1,WAS,NL,C,40,36,943,279,10,5,2,3,18,31,3,
adcocna01,2015,1,CIN,NL,P,13,0,54,2,3,1,0,,,,,
adcocty01,2023,1,SEA,AL,P,12,0,47,1,3,0,0,,,,,
adcocty01,2024,1,NYN,NL,P,3,0,13,0,0,0,0,,,,,
adducji02,2017,1,DET,AL,OF,26,22,582,50,2,0,0,,,,,
adducji02,2018,1,DET,AL,1B,48,43,1094,351,14,7,22,,,,,
adducji02,2019,1,CHN,NL,OF,1,1,24,5,0,0,0,,,,,
adelljo01,2020,1,LAA,AL,OF,38,33,885,72,2,3,0,,,,,
adelljo01,2021,1,LAA,AL,OF,35,35,908,82,2,0,1,,,,,
adelljo01,2022,1,LAA,AL,OF,84,71,1769,139,5,5,1,,,,,
adelljo01,2023,1,LAA,AL,OF,18,15,389,40,0,0,0,,,,,
adelljo01,2024,1,LAA,AL,OF,123,117,3107,234,3,4,0,,,,,
adlemti01,2016,1,CIN,NL,P,13,13,209,6,7,0,0,,,,,
adlemti01,2017,1,CIN,NL,P,30,20,367,15,12,0,1,,,,,
adonjo01,2021,1,WAS,NL,P,1,1,16,0,0,0,0,,,,,
adonjo01,2022,1,WAS,NL,P,14,14,194,8,7,2,0,,,,,
adonjo01,2023,1,WAS,NL,P,12,10,155,6,7,0,0,,,,,
adonjo01,2024,1,WAS,NL,P,8,1,32,2,4,0,0,,,,,
adriaeh01,2015,1,SFN,NL,1B,1,1,27,5,0,0,0,,,,,
adriaeh01,2015,1,SFN,NL,2B,20,13,389,27,42,2,11,,,,,
adriaeh01,2015,1,SFN,NL,3B,1,1,21,1,2,0,0,,,,,
adriaeh01,2015,1,SFN,NL,SS,20,16,455,24,54,1,13,,,,,
adriaeh01,2016,1,SFN,NL,2B,7,3,72,3,8,0,2,,,,,
adriaeh01,2016,1,SFN,NL,3B,7,1,57,0,1,0,0,,,,,
adriaeh01,2016,1,SFN,NL,SS,13,6,205,8,24,2,2,,,,,
adriaeh01,2017,1,MIN,AL,1B,4,1,36,13,1,0,1,,,,,
adriaeh01,2017,1,MIN,AL,2B,9,3,111,9,6,1,0,,,,,
adriaeh01,2017,1,MIN,AL,3B,9,6,169,4,21,0,1,,,,,
adriaeh01,2017,1,MIN,AL,SS,29,23,637,26,74,2,13,,,,,
adriaeh01,2017,1,MIN,AL,OF,17,9,278,28,1,0,0,,,,,
adriaeh01,2018,1,MIN,AL,1B,10,3,116,35,4,0,7,,,,,
adriaeh01,2018,1,MIN,AL,2B,5,4,111,6,10,0,1,,,,,
adriaeh01,2018,1,MIN,AL,3B,28,26,670,21,48,2,5,,,,,
adriaeh01,2018,1,MIN,AL,SS,64,60,1602,61,138,7,30,,,,,
adriaeh01,2018,1,MIN,AL,OF,5,2,53,3,0,0,0,,,,,
adriaeh01,2019,1,MIN,AL,P,1,0,3,0,0,0,0,,,,,
adriaeh01,2019,1,MIN,AL,1B,20,12,356,92,8,1,11,,,,,
adriaeh01,2019,1,MIN,AL,2B,7,7,177,9,21,0,8,,,,,
adriaeh01,2019,1,MIN,AL,3B,24,14,445,14,28,2,2,,,,,
adriaeh01,2019,1,MIN,AL,SS,24,16,456,17,54,3,10,,,,,
adriaeh01,2019,1,MIN,AL,OF,7,5,118,3,1,2,0,,,,,
adriaeh01,2020,1,MIN,AL,P,1,0,3,0,0,0,0,,,,,
adriaeh01,2020,1,MIN,AL,2B,5,3,84,7,5,0,2,,,,,
adriaeh01,2020,1,MIN,AL,3B,23,14,436,14,30,1,3,,,,,
adriaeh01,2020,1,MIN,AL,SS,9,7,195,8,16,0,4,,,,,
adriaeh01,2021,1,ATL,NL,2B,7,4,111,6,12,0,3,,,,,
adriaeh01,2021,1,ATL,NL,3B,16,8,243,7,20,0,3,,,,,
adriaeh01,2021,1,ATL,NL,SS,5,1,53,1,4,0,0,,,,,
adriaeh01,2021,1,ATL,NL,OF,20,16,461,28,1,0,0,,,,,
adriaeh01,2022,2,ATL,NL,2B,4,3,81,4,10,0,2,,,,,
adriaeh01,2022,2,ATL,NL,3B,1,1,24,1,2,0,0,,,,,
adriaeh01,2022,2,ATL,NL,SS,1,0,6,0,0,0,0,,,,,
adriaeh01,2022,1,WAS,NL,P,1,0,3,0,0,0,0,,,,,
adriaeh01,2022,1,WAS,NL,2B,4,4,102,7,6,0,1,,,,,
adriaeh01,2022,1,WAS,NL,3B,18,15,388,18,20,1,3,,,,,
adriaeh01,2022,1,WAS,NL,SS,2,1,30,0,3,0,1,,,,,
adriaeh01,2022,1,WAS,NL,OF,9,2,96,7,0,0,0,,,,,
adriaeh01,2023,1,ATL,NL,SS,3,2,63,2,2,1,1,,,,,
adriaeh01,2024,1,LAA,AL,2B,2,2,54,1,5,0,1,,,,,
adriaeh01,2024,1,LAA,AL,3B,6,4,126,1,7,0,1,,,,,
affelje01,2015,1,SFN,NL,P,52,0,106,3,6,0,0,,,,,
agrazda01,2019,1,PIT,NL,P,15,14,220,5,6,1,1,,,,,
aguiaju01,2024,1,CIN,NL,P,7,7,95,2,4,0,0,,,,,
aguilje01,2015,1,CLE,AL,1B,4,4,108,26,3,0,1,,,,,
aguilje01,2016,1,CLE,AL,1B,7,1,48,18,0,0,2,,,,,
aguilje01,2017,1,MIL,NL,1B,77,52,1515,455,44,6,65,,,,,
aguilje01,2017,1,MIL,NL,3B,1,0,3,0,0,0,0,,,,,
aguilje01,2018,1,MIL,NL,1B,132,119,3156,894,86,4,92,,,,,
aguilje01,2018,1,MIL,NL,3B,5,2,40,1,3,0,0,,,,,
aguilje01,2019,1,MIL,NL,1B,60,52,1396,405,35,4,38,,,,,
aguilje01,2019,1,MIL,NL,3B,2,0,8,0,0,0,0,,,,,
aguilje01,2019,2,TBA,AL,1B,15,13,339,99,7,0,11,,,,,
aguilje01,2020,1,MIA,NL,1B,31,31,783,243,20,3,36,,,,,
aguilje01,2020,1,MIA,NL,3B,1,0,3,0,0,0,0,,,,,
aguilje01,2021,1,MIA,NL,1B,113,112,2887,824,83,8,94,,,,,
aguilje01,2021,1,MIA,NL,3B,2,0,6,0,2,0,0,,,,,
aguilje01,2022,2,BAL,AL,1B,6,5,150,42,6,0,4,,,,,
aguilje01,2022,1,MIA,NL,1B,57,55,1447,432,38,4,42,,,,,
aguilje01,2022,1,MIA,NL,3B,4,0,16,1,3,0,0,,,,,
aguilje01,2023,1,OAK,AL,1B,24,20,489,112,10,2,13,,,,,
aguilmi01,2021,1,ARI,NL,P,9,0,21,0,1,0,0,,,,,
aguilry01,2022,1,LAA,AL,1B,1,0,6,3,0,0,1,,,,,
aguilry01,2022,1,LAA,AL,OF,7,6,168,12,0,0,0,,,,,
ahmedni01,2015,1,ARI,NL,SS,129,116,3127,190,368,13,84,,,,,
ahmedni01,2016,1,ARI,NL,SS,88,80,2164,111,273,10,61,,,,,
ahmedni01,2017,1,ARI,NL,SS,48,41,1145,44,140,5,29,,,,,
ahmedni01,2018,1,ARI,NL,SS,148,135,3719,165,432,9,98,,,,,
ahmedni01,2019,1,ARI,NL,SS,158,155,4143,207,412,13,79,,,,,
ahmedni01,2020,1,ARI,NL,SS,57,56,1453,61,121,7,33,,,,,
ahmedni01,2021,1,ARI,NL,SS,127,118,3084,170,302,9,59,,,,,
ahmedni01,2022,1,ARI,NL,SS,16,15,402,16,41,1,6,,,,,
ahmedni01,2023,1,ARI,NL,SS,65,56,1465,75,133,8,26,,,,,
ahmedni01,2024,2,LAN,NL,SS,16,14,361,13,33,0,7,,,,,
ahmedni01,2024,3,SDN,NL,2B,1,1,27,2,3,0,0,,,,,
ahmedni01,2024,3,SDN,NL,SS,1,1,24,1,5,0,0,,,,,
ahmedni01,2024,1,SFN,NL,SS,51,50,1278,61,134,3,33,,,,,
akinke01,2020,1,BAL,AL,P,8,6,77,1,2,0,0,,,,,
akinke01,2021,1,BAL,AL,P,24,17,285,0,6,0,1,,,,,
akinke01,2022,1,BAL,AL,P,45,1,245,3,11,0,2,,,,,
akinke01,2023,1,BAL,AL,P,24,1,71,3,2,2,0,,,,,
akinke01,2024,1,BAL,AL,P,66,0,236,0,7,0,0,,,,,
akiyash01,2020,1,CIN,NL,OF,52,47,1143,87,2,0,0,,,,,
akiyash01,2021,1,CIN,NL,OF,61,32,1050,86,0,2,0,,,,,
alanirj01,2019,2,CIN,NL,P,8,0,35,2,1,1,0,,,,,
alanirj01,2019,1,SEA,AL,P,4,0,12,0,1,0,0,,,,,
alanirj01,2021,1,CIN,NL,P,3,0,8,0,0,0,0,,,,,
alberan01,2015,1,TOR,AL,P,1,0,8,0,0,0,0,,,,,
alberan01,2016,1,MIN,AL,P,6,2,51,1,3,0,1,,,,,
alberan01,2017,1,SEA,AL,P,9,6,123,1,5,0,0,,,,,
alberan01,2021,1,MIN,AL,P,5,3,57,1,1,0,0,,,,,
alberha01,2015,1,TEX,AL,2B,24,21,570,40,73,2,14,,,,,
alberha01,2015,1,TEX,AL,3B,7,2,77,2,3,0,0,,,,,
alberha01,2015,1,TEX,AL,SS,8,3,102,4,13,0,3,,,,,
alberha01,2016,1,TEX,AL,1B,4,1,40,13,1,0,2,,,,,
alberha01,2016,1,TEX,AL,2B,6,3,99,8,9,1,2,,,,,
alberha01,2016,1,TEX,AL,3B,11,4,135,1,14,0,1,,,,,
alberha01,2016,1,TEX,AL,SS,9,6,178,13,33,0,10,,,,,
alberha01,2018,1,TEX,AL,2B,4,3,75,6,8,0,3,,,,,
alberha01,2018,1,TEX,AL,3B,3,1,36,0,2,0,0,,,,,
alberha01,2018,1,TEX,AL,SS,5,3,90,7,10,1,3,,,,,
alberha01,2019,1,BAL,AL,P,1,0,3,0,0,0,0,,,,,
alberha01,2019,1,BAL,AL,2B,90,66,1837,119,169,3,59,,,,,
alberha01,2019,1,BAL,AL,3B,66,58,1424,54,115,7,14,,,,,
alberha01,2019,1,BAL,AL,OF,4,2,46,6,0,0,0,,,,,
alberha01,2020,1,BAL,AL,2B,52,48,1238,84,107,2,24,,,,,
alberha01,2020,1,BAL,AL,3B,5,4,105,4,11,0,2,,,,,
alberha01,2021,1,KCA,AL,P,1,0,1,0,0,0,0,,,,,
alberha01,2021,1,KCA,AL,2B,31,12,404,25,35,3,10,,,,,
alberha01,2021,1,KCA,AL,3B,49,30,882,32,53,4,8,,,,,
alberha01,2021,1,KCA,AL,SS,17,11,304,15,39,0,7,,,,,
alberha01,2022,1,LAN,NL,P,10,0,33,2,0,0,0,,,,,
alberha01,2022,1,LAN,NL,1B,3,0,30,7,1,0,1,,,,,
alberha01,2022,1,LAN,NL,2B,37,21,559,32,54,3,14,,,,,
alberha01,2022,1,LAN,NL,3B,20,13,372,17,23,0,3,,,,,
alberha01,2022,1,LAN,NL,SS,5,2,83,4,4,0,2,,,,,
alberha01,2022,1,LAN,NL,OF,1,1,18,0,0,0,0,,,,,
alberha01,2023,1,CHA,AL,P,2,0,5,1,0,0,0,,,,,
alberha01,2023,1,CHA,AL,1B,2,0,18,4,0,0,1,,,,,
alberha01,2023,1,CHA,AL,2B,11,8,222,18,23,1,7,,,,,
alberha01,2023,1,CHA,AL,3B,19,12,337,16,19,3,1,,,,,
alberma01,2015,1,CHA,AL,P,30,0,112,3,8,1,1,,,,,
alberma01,2016,1,CHA,AL,P,58,1,154,2,8,2,2,,,,,
alberma01,2017,1,WAS,NL,P,63,0,183,1,5,0,0,,,,,
alberma01,2018,1,MIL,NL,P,34,0,103,1,3,0,0,,,,,
alberma01,2019,1,MIL,NL,P,67,0,179,2,4,0,0,,,,,
albieoz01,2017,1,ATL,NL,2B,57,57,1492,92,140,3,34,,,,,
albieoz01,2018,1,ATL,NL,2B,157,151,4085,248,389,10,94,,,,,
albieoz01,2019,1,ATL,NL,2B,158,157,4215,273,384,4,117,,,,,
albieoz01,2020,1,ATL,NL,2B,29,28,758,43,65,2,13,,,,,
albieoz01,2021,1,ATL,NL,2B,156,156,4076,231,389,8,75,,,,,
albieoz01,2022,1,ATL,NL,2B,64,63,1663,81,151,3,33,,,,,
albieoz01,2023,1,ATL,NL,2B,148,148,3942,211,368,8,79,,,,,
albieoz01,2024,1,ATL,NL,2B,99,99,2627,153,239,3,57,,,,,
albural01,2015,1,DET,AL,P,67,0,186,5,9,0,2,,,,,
albural01,2016,1,LAA,AL,P,2,0,6,0,0,0,0,,,,,
albural01,2017,2,CHA,AL,P,10,0,24,0,4,0,0,,,,,
albural01,2017,1,KCA,AL,P,11,0,30,2,3,0,0,,,,,
alcaljo01,2019,1,MIN,AL,P,2,0,5,0,0,0,0,,,,,
alcaljo01,2020,1,MIN,AL,P,16,0,72,2,1,0,0,,,,,
alcaljo01,2021,1,MIN,AL,P,59,0,179,4,3,0,0,,,,,
alcaljo01,2022,1,MIN,AL,P,2,0,7,0,0,0,0,,,,,
alcaljo01,2023,1,MIN,AL,P,11,0,52,1,2,0,0,,,,,
alcaljo01,2024,1,MIN,AL,P,54,0,175,4,6,0,0,,,,,
alcanar01,2015,1,CHN,NL,2B,8,6,171,14,18,1,2,,,,,
alcanar01,2015,1,CHN,NL,3B,2,1,30,1,1,0,0,,,,,
alcanar01,2016,1,OAK,AL,2B,3,3,80,6,5,0,1,,,,,
alcanar01,2016,1,OAK,AL,SS,2,1,30,1,4,0,0,,,,,
alcanar01,2016,1,OAK,AL,OF,5,0,30,5,0,0,0,,,,,
alcanar01,2017,1,CIN,NL,2B,10,6,165,9,17,3,2,,,,,
alcanar01,2017,1,CIN,NL,3B,4,0,28,0,2,0,1,,,,,
alcanar01,2017,1,CIN,NL,SS,6,1,64,2,9,0,1,,,,,
alcanar01,2017,1,CIN,NL,OF,17,4,197,23,1,0,0,,,,,
alcanke01,2024,1,CHN,NL,OF,3,3,78,2,0,0,0,,,,,
alcanra01,2016,1,OAK,AL,P,5,5,67,0,2,0,0,,,,,
alcanra01,2017,1,OAK,AL,P,8,4,72,0,1,1,0,,,,,
alcansa01,2017,1,SLN,NL,P,8,0,25,0,2,1,2,,,,,
alcansa01,2018,1,MIA,NL,P,6,6,102,2,3,0,0,,,,,
alcansa01,2019,1,MIA,NL,P,32,32,592,10,20,4,0,,,,,
alcansa01,2020,1,MIA,NL,P,7,7,126,1,4,0,0,,,,,
alcansa01,2021,1,MIA,NL,P,33,33,617,24,26,4,1,,,,,
alcansa01,2022,1,MIA,NL,P,32,32,686,20,28,0,2,,,,,
alcansa01,2023,1,MIA,NL,P,28,28,554,14,16,5,1,,,,,
alcanse01,2020,1,DET,AL,2B,6,2,84,5,3,0,2,,,,,
alcanse01,2020,1,DET,AL,3B,6,5,102,2,7,2,1,,,,,
alcanse01,2021,1,CHN,NL,P,1,0,1,0,0,0,0,,,,,
alcanse01,2021,1,CHN,NL,2B,22,18,476,28,50,2,9,,,,,
alcanse01,2021,1,CHN,NL,3B,3,2,51,0,4,1,0,,,,,
alcanse01,2021,1,CHN,NL,SS,55,44,1165,57,134,6,31,,,,,
alcanse01,2022,1,ARI,NL,2B,1,0,3,0,0,0,0,,,,,
alcanse01,2022,3,ARI,NL,2B,17,10,290,17,26,2,5,,,,,
alcanse01,2022,3,ARI,NL,3B,17,14,389,15,34,2,4,,,,,
alcanse01,2022,1,ARI,NL,3B,18,13,354,10,30,4,4,,,,,
alcanse01,2022,1,ARI,NL,SS,6,2,63,2,5,0,1,,,,,
alcanse01,2022,3,ARI,NL,SS,14,10,240,10,20,1,4,,,,,
alcanse01,2022,2,SDN,NL,2B,7,1,66,5,4,0,1,,,,,
alcanse01,2022,2,SDN,NL,3B,6,4,129,3,14,0,1,,,,,
alcanse01,2022,2,SDN,NL,SS,8,3,122,4,18,0,1,,,,,
alcanvi01,2017,1,DET,AL,P,6,0,22,0,1,0,0,,,,,
alcanvi01,2018,1,DET,AL,P,27,0,90,1,1,0,0,,,,,
alcanvi01,2019,1,DET,AL,P,46,0,128,2,6,1,0,,,,,
aldegsa01,2024,1,LAA,AL,P,3,3,39,0,0,0,0,,,,,
alexabl01,2024,1,ARI,NL,2B,17,13,363,22,43,1,8,,,,,
alexabl01,2024,1,ARI,NL,3B,8,6,159,2,12,1,1,,,,,
alexabl01,2024,1,ARI,NL,SS,20,16,414,21,22,4,7,,,,,
alexacj01,2024,1,KCA,AL,3B,3,3,75,1,3,0,0,,,,,
alexaja01,2022,1,MIL,NL,P,18,11,215,2,14,1,2,,,,,
alexasc01,2015,1,KCA,AL,P,4,0,18,1,1,0,0,,,,,
alexasc01,2016,1,KCA,AL,P,17,0,57,1,2,1,1,,,,,
alexasc01,2017,1,KCA,AL,P,58,0,207,6,7,2,0,,,,,
alexasc01,2018,1,LAN,NL,P,73,1,198,1,16,0,2,,,,,
alexasc01,2019,1,LAN,NL,P,28,0,52,2,3,1,0,,,,,
alexasc01,2020,1,LAN,NL,P,13,0,37,0,3,0,0,,,,,
alexasc01,2021,1,LAN,NL,P,18,0,46,4,1,0,1,,,,,
alexasc01,2022,1,SFN,NL,P,17,4,52,2,5,0,1,,,,,
alexasc01,2023,1,SFN,NL,P,55,8,145,5,12,1,1,,,,,
alexasc01,2024,1,OAK,AL,P,45,0,116,1,7,0,0,,,,,
alexaty01,2019,1,DET,AL,P,13,8,161,2,2,0,0,,,,,
