awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst
BBWAA Manager of the Year,2022,NL,marmool99,44,150,5
BBWAA Manager of the Year,2024,NL,marmool99,1,150,0
BBWAA Manager of the Year,2019,NL,martida01,15,150,0
BBWAA Manager of the Year,2015,NL,mathemi01,87,150,9
BBWAA Manager of the Year,2015,NL,mattido01,1,150,0
BBWAA Manager of the Year,2016,NL,mattido01,2,150,0
BBWAA Manager of the Year,2020,NL,mattido01,124,150,20
BBWAA Manager of the Year,2018,AL,melvibo01,121,150,18
BBWAA Manager of the Year,2019,AL,melvibo01,19,150,0
BBWAA Manager of the Year,2020,AL,melvibo01,22,150,1
BBWAA Manager of the Year,2022,NL,melvibo01,1,150,0
BBWAA Manager of the Year,2024,NL,mendoca01,35,150,1
BBWAA Manager of the Year,2015,AL,molitpa01,33,150,2
BBWAA Manager of the Year,2017,AL,molitpa01,112,150,18
BBWAA Manager of the Year,2020,AL,montoch01,47,150,2
BBWAA Manager of the Year,2021,AL,montoch01,23,150,3
BBWAA Manager of the Year,2024,NL,murphpa99,144,150,27
BBWAA Manager of the Year,2024,AL,quatrma99,73,150,2
BBWAA Manager of the Year,2020,AL,renteri01,61,150,5
BBWAA Manager of the Year,2016,NL,roberda07,108,150,16
BBWAA Manager of the Year,2017,NL,roberda07,55,150,5
BBWAA Manager of the Year,2018,NL,roberda07,1,150,0
BBWAA Manager of the Year,2019,NL,roberda07,25,150,4
BBWAA Manager of the Year,2020,NL,roberda07,13,150,1
BBWAA Manager of the Year,2021,NL,roberda07,6,150,0
BBWAA Manager of the Year,2022,NL,roberda07,57,150,8
BBWAA Manager of the Year,2023,NL,roberda07,41,150,4
BBWAA Manager of the Year,2024,NL,roberda07,3,150,0
BBWAA Manager of the Year,2020,NL,rossda01,25,150,1
BBWAA Manager of the Year,2023,NL,rossda01,3,150,0
BBWAA Manager of the Year,2023,AL,schnejo99,1,150,0
BBWAA Manager of the Year,2023,NL,schumsk01,72,150,8
BBWAA Manager of the Year,2015,AL,sciosmi01,1,150,0
BBWAA Manager of the Year,2016,AL,servasc01,1,150,0
BBWAA Manager of the Year,2021,AL,servasc01,71,150,5
BBWAA Manager of the Year,2022,AL,servasc01,43,150,1
BBWAA Manager of the Year,2018,NL,shildmi99,7,150,0
BBWAA Manager of the Year,2019,NL,shildmi99,95,150,10
BBWAA Manager of the Year,2020,NL,shildmi99,10,150,0
BBWAA Manager of the Year,2021,NL,shildmi99,25,150,1
BBWAA Manager of the Year,2024,NL,shildmi99,70,150,1
BBWAA Manager of the Year,2016,AL,showabu99,44,150,2
BBWAA Manager of the Year,2022,NL,showabu99,77,150,8
BBWAA Manager of the Year,2018,NL,snitkbr99,116,150,17
BBWAA Manager of the Year,2019,NL,snitkbr99,45,150,3
BBWAA Manager of the Year,2020,NL,snitkbr99,16,150,1
BBWAA Manager of the Year,2021,NL,snitkbr99,21,150,0
BBWAA Manager of the Year,2022,NL,snitkbr99,55,150,7
BBWAA Manager of the Year,2023,NL,snitkbr99,48,150,8
BBWAA Manager of the Year,2024,NL,snitkbr99,4,150,0
BBWAA Manager of the Year,2022,NL,thomsro99,36,150,2
BBWAA Manager of the Year,2024,NL,thomsro99,5,150,1
BBWAA Manager of the Year,2020,NL,tinglja99,71,150,6
BBWAA Manager of the Year,2024,AL,vogtst01,142,150,27
BBWAA Manager of the Year,2015,AL,yostne01,8,150,0
